geoid,state,district,below,below_moe,children_Below,children_Below_moe,state_children_Below,state_children_Below_moe,country_children_Below,country_children_Below_moe,ratio_state_children_Below,ratio_state_children_Below_moe,ratio_country_children_Below,ratio_country_children_Below_moe,children_above,children_above_moe,state_children_above,state_children_above_moe,country_children_above,country_children_above_moe,ratio_state_children_above,ratio_state_children_above_moe,ratio_country_children_above,ratio_country_children_above_moe,seniors_Below,seniors_Below_moe,state_seniors_Below,state_seniors_Below_moe,country_seniors_Below,country_seniors_Below_moe,ratio_state_seniors_Below,ratio_state_seniors_Below_moe,ratio_country_seniors_Below,ratio_country_seniors_Below_moe,seniors_above,seniors_above_moe,state_seniors_above,state_seniors_above_moe,country_seniors_above,country_seniors_above_moe,ratio_state_seniors_above,ratio_state_seniors_above_moe,ratio_country_seniors_above,ratio_country_seniors_above_moe
50000US2602,Michigan,2,13.29,0.91,17.09,1.58,20.73,0.45,19.48,0.1,0.8244090689821515,0.1883168222784697,0.8773100616016427,0.17122946162498115,82.91,0.74,79.27,0.16,80.52,0.2,1.0459190109751482,0.022892664016988827,1.0296820665673125,0.02349583331688114,6.2,1.02,8.11,0.31,9.25,0.07,0.7644882860665846,0.310439125403496,0.6702702702702703,0.23069838331135983,93.8,3.04,91.89,0.59,90.75,0.13,1.0207857220589835,0.07927769587314339,1.0336088154269971,0.06995869223284977
50000US3204,Nevada,4,13.27,1.03,18.45,1.81,19.07,0.96,19.48,0.1,0.967488201363398,0.28796507061605275,0.9471252566735112,0.19556085430785397,81.55,1.42,80.93,0.3,80.52,0.2,1.0076609415544295,0.04256325093709517,1.0127918529557873,0.04030224493502699,8.33,1.44,8.72,0.65,9.25,0.07,0.9552752293577981,0.4753312464706496,0.9005405405405406,0.32499976623935223,91.67,0.49,91.28,1.19,90.75,0.13,1.0042725679228748,0.03692749339986282,1.010137741046832,0.013692984712512552
50000US0627,California,27,13.27,1.38,17.29,2.04,19.92,0.26,19.48,0.1,0.8679718875502007,0.22751593743793141,0.8875770020533881,0.2185640451546459,82.71,1.39,80.08,0.09,80.52,0.2,1.0328421578421578,0.037036904778371085,1.0271982116244411,0.03962865090677922,12.34,1.52,10.31,0.21,9.25,0.07,1.1968962172647915,0.34376011745661256,1.334054054054054,0.3488597155600438,87.66,1.11,89.69,0.36,90.75,0.13,0.9773664845579217,0.03259840531644889,0.9659504132231405,0.02723032703504186
50000US4600,South Dakota,0,13.25,0.8,16.85,1.19,16.85,1.19,19.48,0.1,1.0,0.283908612335862,0.8649897330595483,0.13106084323950534,83.15,0.51,83.15,0.51,80.52,0.2,1.0,0.024534897741029415,1.032662692498758,0.017797738678585955,10.94,1.53,10.94,1.53,9.25,0.07,1.0,0.570574905810076,1.1827027027027026,0.34873114720375514,89.06,2.59,89.06,2.59,90.75,0.13,1.0,0.11642453658058627,0.9813774104683196,0.0598916725080121
50000US3616,New York,16,13.24,1.38,17.28,2.24,20.66,0.36,19.48,0.1,0.8363988383349468,0.24606731566933673,0.8870636550308009,0.2390931965496268,82.72,0.71,79.34,0.13,80.52,0.2,1.0426014620620114,0.02131435493130247,1.0273224043715847,0.0227389500471849,10.43,1.4,11.41,0.28,9.25,0.07,0.9141104294478527,0.29043799194064696,1.1275675675675676,0.3197869037934678,89.57,0.73,88.59,0.5,90.75,0.13,1.011062196636189,0.02789412928728375,0.9869972451790633,0.018915953789388283
50000US0620,California,20,13.22,1.28,18.2,1.81,19.92,0.26,19.48,0.1,0.9136546184738955,0.20561235755111426,0.9342915811088295,0.1954290882526872,81.8,0.52,80.08,0.09,80.52,0.2,1.0214785214785214,0.015283062933696202,1.0158966716343765,0.01796283646385716,7.9,1.28,10.31,0.21,9.25,0.07,0.7662463627546072,0.279633324549185,0.8540540540540541,0.28969957081545067,92.1,3.2,89.69,0.36,90.75,0.13,1.0268703311405953,0.07960153485137336,1.0148760330578512,0.0734312004780837
50000US4804,Texas,4,13.12,1.07,18.47,1.65,22.45,0.32,19.48,0.1,0.82271714922049,0.1704818078027768,0.9481519507186857,0.17914385796251725,81.53,1.04,77.55,0.15,80.52,0.2,1.0513217279174727,0.030888529725739033,1.0125434674615004,0.03086230400499094,7.63,1.19,10.47,0.28,9.25,0.07,0.7287488061127029,0.26648469772006295,0.8248648648648649,0.26979718926197094,92.37,3.04,89.53,0.5,90.75,0.13,1.0317212107673406,0.07943642383411104,1.0178512396694215,0.06991354646861528
50000US1218,Florida,18,13.11,1.45,20.99,2.51,21.05,0.41,19.48,0.1,0.9971496437054631,0.2774288924048346,1.0775154004106775,0.2687700745585046,79.01,1.47,78.95,0.21,80.52,0.2,1.000759974667511,0.042562925449246544,0.9812468951813216,0.04138747290323345,9.45,1.33,10.41,0.26,9.25,0.07,0.9077809798270893,0.30105678182464535,1.0216216216216216,0.30304730380468836,90.55,3.15,89.59,0.47,90.75,0.13,1.0107154816385757,0.08092724738464802,0.9977961432506887,0.0722803356222082
50000US1303,Georgia,3,13.02,1.17,15.86,1.68,22.89,0.54,19.48,0.1,0.6928789864569681,0.17958047246259742,0.8141683778234086,0.18084838365215444,84.14,1.23,77.11,0.31,80.52,0.2,1.0911684606406433,0.04067663259924223,1.0449577744659713,0.03574268337946529,7.62,1.41,10.05,0.4,9.25,0.07,0.7582089552238805,0.3414929221310459,0.8237837837837838,0.31735111784341774,92.38,3.88,89.95,0.87,90.75,0.13,1.0270150083379654,0.10614674046483831,1.017961432506887,0.08842629685639773
50000US0801,Colorado,1,12.99,0.94,18.45,1.73,13.38,0.56,19.48,0.1,1.3789237668161434,0.3746768522103868,0.9471252566735112,0.18734708549297896,81.55,0.84,86.62,0.1,80.52,0.2,0.9414684830293234,0.02156887770334014,1.0127918529557873,0.02589579738528542,8.27,1.33,7.61,0.46,9.25,0.07,1.0867279894875164,0.4826821258048024,0.894054054054054,0.3011164408538809,91.73,3.23,92.39,0.9,90.75,0.13,0.9928563697369845,0.08927290981088556,1.0107988980716254,0.07408067778775944
50000US2001,Kansas,1,12.95,1.01,13.4,1.48,14.1,0.74,19.48,0.1,0.950354609929078,0.3105379537421114,0.6878850102669405,0.15901738363212603,86.6,0.77,85.9,0.28,80.52,0.2,1.008149010477299,0.02450041684671116,1.0755091902632885,0.024468651656999362,8.39,1.14,7.99,0.55,9.25,0.07,1.0500625782227786,0.43196784266324184,0.9070270270270271,0.260229365947619,91.61,2.65,92.01,1.16,90.75,0.13,0.9956526464514726,0.08272061609822064,1.0094765840220385,0.061294493955567436
50000US2104,Kentucky,4,12.92,1.06,18.12,1.61,25.05,0.75,19.48,0.1,0.7233532934131737,0.17201167575844578,0.9301848049281315,0.17485250107784633,81.88,0.68,74.95,0.41,80.52,0.2,1.0924616410940626,0.030098546385274833,1.016890213611525,0.021941964550124576,8.69,1.28,11.14,0.61,9.25,0.07,0.7800718132854577,0.31618031561293974,0.9394594594594594,0.2909922671977709,91.31,2.86,88.86,1.08,90.75,0.13,1.0275714607247355,0.0893622253827303,1.0061707988980717,0.06591313148700191
50000US2603,Michigan,3,12.88,1.12,17.94,1.7,20.73,0.45,19.48,0.1,0.865412445730825,0.20168071922266734,0.9209445585215607,0.1839981194348606,82.06,0.57,79.27,0.16,80.52,0.2,1.035196165005677,0.018560221606757528,1.0191256830601094,0.019220812488401202,6.98,1.12,8.11,0.31,9.25,0.07,0.8606658446362516,0.34249954321213233,0.7545945945945947,0.25359757636960367,93.02,3.06,91.89,0.59,90.75,0.13,1.0122973120034824,0.07960400898971791,1.0250137741046832,0.07037483952490045
50000US4217,Pennsylvania,17,12.85,1.17,19.04,1.9,18.52,0.44,19.48,0.1,1.0280777537796977,0.2541774018893992,0.9774127310061601,0.2051123121147819,80.96,1.25,81.48,0.92,80.52,0.2,0.9936180657830141,0.05312725966776256,1.005464480874317,0.036043264997492684,8.16,1.39,7.84,0.25,9.25,0.07,1.0408163265306123,0.42139891959852194,0.8821621621621621,0.3139101611078385,91.84,3.83,92.16,0.5,90.75,0.13,0.9965277777777779,0.09393210270088988,1.0120110192837466,0.08730731816966687
50000US4811,Texas,11,12.81,1.18,16.96,1.75,22.45,0.32,19.48,0.1,0.7554565701559021,0.17747446368833825,0.8706365503080082,0.18861520200790383,83.04,0.96,77.55,0.15,80.52,0.2,1.0707930367504837,0.028900661458800995,1.031296572280179,0.028968368350186968,7.66,1.32,10.47,0.28,9.25,0.07,0.731614135625597,0.29148869160371543,0.8281081081081081,0.29795599689565866,92.34,3.28,89.53,0.5,90.75,0.13,1.0313861275550096,0.08479417964301564,1.0175206611570249,0.07520186640700527
50000US1804,Indiana,4,12.8,1.07,15.32,1.62,19.5,0.58,19.48,0.1,0.7856410256410257,0.21307792087464097,0.786447638603696,0.17440344236183802,84.68,0.76,80.5,0.24,80.52,0.2,1.0519254658385093,0.02515456176887587,1.051664182811724,0.02410180882021962,6.34,1.02,7.69,0.39,9.25,0.07,0.8244473342002601,0.34980333649803336,0.6854054054054054,0.2309274687462014,93.66,2.9,92.31,0.79,90.75,0.13,1.0146246343841403,0.08020419430193867,1.0320661157024793,0.0668688665872969
50000US4502,South Carolina,2,12.72,1.15,17.76,1.73,22.95,0.8,19.48,0.1,0.7738562091503269,0.20496233812522277,0.9117043121149898,0.18698341118071873,82.24,1.02,77.05,0.45,80.52,0.2,1.0673588578844906,0.038945169712793735,1.0213611525086934,0.030409333922980033,6.62,1.15,8.63,0.42,9.25,0.07,0.7670915411355735,0.3419869314472984,0.7156756756756757,0.25949535751353475,93.38,3.16,91.37,0.88,90.75,0.13,1.021998467768414,0.08886363643170081,1.0289807162534435,0.07259006616392243
50000US1904,Iowa,4,12.72,0.7,14.78,1.18,14.76,0.67,19.48,0.1,1.0013550135501355,0.25131836950407227,0.7587268993839835,0.12894309920086522,85.22,0.44,85.24,0.17,80.52,0.2,0.9997653683716565,0.0143116503696268,1.0583705911574763,0.016186739661769176,6.73,0.83,6.88,0.49,9.25,0.07,0.9781976744186047,0.38255585070804754,0.7275675675675676,0.19048220146427672,93.27,1.75,93.12,1.0,90.75,0.13,1.001610824742268,0.0591049867695991,1.0277685950413222,0.041512149480418155
50000US4504,South Carolina,4,12.7,1.03,19.66,1.86,22.95,0.8,19.48,0.1,0.856644880174292,0.2220838778662231,1.0092402464065708,0.20133220752415798,80.34,0.93,77.05,0.45,80.52,0.2,1.0426995457495134,0.03632089615093069,0.9977645305514159,0.028056628787130965,7.42,1.09,8.63,0.42,9.25,0.07,0.8597914252607184,0.337093290085531,0.8021621621621622,0.24783070118843917,92.58,2.73,91.37,0.88,90.75,0.13,1.0132428587063587,0.07928181436748613,1.0201652892561983,0.06308820632357376
50000US0610,California,10,12.67,0.99,16.08,1.43,19.92,0.26,19.48,0.1,0.8072289156626504,0.1646745919481533,0.8254620123203285,0.15529631023421678,83.92,1.01,80.08,0.09,80.52,0.2,1.047952047952048,0.027580346632764048,1.0422255340288127,0.030264595730062904,9.87,1.61,10.31,0.21,9.25,0.07,0.9573229873908825,0.35146256070473975,1.067027027027027,0.36427856788876734,90.13,4.03,89.69,0.36,90.75,0.13,1.004905786598283,0.09793370139715533,0.9931680440771349,0.09166105521897665
50000US0602,California,2,12.67,0.98,14.82,1.89,19.92,0.26,19.48,0.1,0.7439759036144578,0.2092157358947499,0.7607802874743327,0.20186138000170767,85.18,0.61,80.08,0.09,80.52,0.2,1.0636863136863137,0.01762569080022367,1.0578738201689022,0.020406851286627524,7.77,1.1,10.31,0.21,9.25,0.07,0.7536372453928224,0.24418740353122764,0.84,0.25056570076767004,92.23,2.99,89.69,0.36,90.75,0.13,1.0283197680900882,0.07493029886937325,1.0163085399449037,0.06880719596768428
50000US0625,California,25,12.67,1.1,17.52,1.71,19.92,0.26,19.48,0.1,0.8795180722891566,0.194679219678035,0.8993839835728953,0.18480347356403987,82.48,1.31,80.08,0.09,80.52,0.2,1.02997002997003,0.03503244441665973,1.0243417784401392,0.03762736467410833,7.85,1.44,10.31,0.21,9.25,0.07,0.7613967022308438,0.31048639084440766,0.8486486486486486,0.3242143304627526,92.15,1.2,89.69,0.36,90.75,0.13,1.0274278068904004,0.03500723163798263,1.015426997245179,0.029355553565267128
50000US1809,Indiana,9,12.66,1.02,13.88,1.54,19.5,0.58,19.48,0.1,0.7117948717948719,0.2004687381552016,0.7125256673511294,0.16543070106920246,86.12,0.52,80.5,0.24,80.52,0.2,1.0698136645962733,0.01929843934880699,1.0695479384003976,0.018229362036492287,7.02,1.07,7.69,0.39,9.25,0.07,0.9128738621586475,0.37183303946833035,0.7589189189189188,0.24285159939035228,92.98,2.5,92.31,0.79,90.75,0.13,1.0072581518795363,0.07141101379823185,1.024573002754821,0.058031953584228836
50000US0624,California,24,12.66,1.25,12.31,1.66,19.92,0.26,19.48,0.1,0.6179718875502008,0.18282960980877092,0.6319301848049281,0.17692386346506772,87.69,4.16,80.08,0.09,80.52,0.2,1.09502997002997,0.10635759431261077,1.0890461997019374,0.10873910206547448,7.34,1.22,10.31,0.21,9.25,0.07,0.7119301648884577,0.26577570304558973,0.7935135135135135,0.2758095131233228,92.66,2.42,89.69,0.36,90.75,0.13,1.03311405953841,0.062258134512755296,1.0210468319559227,0.056258762018147286
50000US5503,Wisconsin,3,12.65,0.85,14.36,1.31,15.75,0.55,19.48,0.1,0.9117460317460317,0.2303075556990636,0.7371663244353183,0.14206910655235697,85.64,0.48,84.25,1.23,80.52,0.2,1.0164985163204747,0.041083965650011094,1.0635866865375063,0.017206199977098546,9.03,0.97,7.6,0.35,9.25,0.07,1.188157894736842,0.3654738668401648,0.9762162162162161,0.22451775178359376,90.97,1.99,92.4,0.66,90.75,0.13,0.9845238095238095,0.0571411342879275,1.0024242424242424,0.04672880446439396
50000US3915,Ohio,15,12.64,1.24,18.12,2.0,20.51,0.45,19.48,0.1,0.8834714773281326,0.23390705745359341,0.9301848049281315,0.214894624050362,81.88,0.62,79.49,0.14,80.52,0.2,1.030066675053466,0.019227870298998653,1.016890213611525,0.020451642389806485,7.81,1.24,8.1,0.3,9.25,0.07,0.9641975308641976,0.3781135531135531,0.8443243243243242,0.28090315763883045,92.19,3.67,91.9,0.58,90.75,0.13,1.0031556039173013,0.0925353561073498,1.0158677685950412,0.08379218979735842
50000US2708,Minnesota,8,12.53,0.8,17.41,1.38,12.68,0.49,19.48,0.1,1.3730283911671926,0.3242671869033893,0.8937371663244353,0.15086370013840703,82.59,0.26,87.32,1.2,80.52,0.2,0.945831424644984,0.03195742591858396,1.0257078986587185,0.01155351339932638,8.47,0.88,7.23,0.37,9.25,0.07,1.1715076071922546,0.36428955040662875,0.9156756756756758,0.20414083611508507,91.53,1.73,92.77,0.75,90.75,0.13,0.9866336100032339,0.05325291913146415,1.0085950413223141,0.04101644461782836
50000US0650,California,50,12.52,1.34,18.7,2.12,19.92,0.26,19.48,0.1,0.9387550200803212,0.23739750183243988,0.959958932238193,0.22752097452066142,81.3,1.28,80.08,0.09,80.52,0.2,1.0152347652347653,0.0342500714547657,1.0096870342771982,0.03680940262734987,7.33,1.52,10.31,0.21,9.25,0.07,0.7109602327837051,0.32395625494108343,0.7924324324324324,0.3406617296417852,92.67,0.55,89.69,0.36,90.75,0.13,1.033225554688371,0.0205591716680653,1.0211570247933885,0.015046871940093442
50000US5310,Washington,10,12.43,1.12,16.66,1.71,13.69,0.52,19.48,0.1,1.2169466764061359,0.34276074737490625,0.8552361396303901,0.1843501983342662,83.34,0.94,86.31,1.22,80.52,0.2,0.9655891553701773,0.04908914462206715,1.035022354694486,0.028490103017069484,7.38,1.14,7.64,0.39,9.25,0.07,0.9659685863874345,0.3980864860222441,0.7978378378378378,0.2585766781676906,92.62,3.72,92.36,0.75,90.75,0.13,1.0028150714595063,0.09684725461142024,1.0206060606060607,0.08490769573299431
50000US1219,Florida,19,12.43,0.87,21.74,2.12,21.05,0.41,19.48,0.1,1.0327790973871733,0.2417486652651047,1.1160164271047226,0.2291232497514892,78.26,1.46,78.95,0.21,80.52,0.2,0.9912602913236226,0.0422590617793666,0.971932439145554,0.041092814075709055,7.76,1.08,10.41,0.26,9.25,0.07,0.7454370797310278,0.24488160257801211,0.8389189189189189,0.2462247655380703,92.24,2.85,89.59,0.47,90.75,0.13,1.029579194106485,0.07442781512903227,1.016418732782369,0.06572210589180637
50000US3605,New York,5,12.4,1.18,18.63,1.91,20.66,0.36,19.48,0.1,0.9017424975798645,0.2163897390709294,0.9563655030800821,0.2059229368861678,81.37,1.06,79.34,0.13,80.52,0.2,1.0255860852029242,0.030081406474820317,1.0105563835072033,0.031349206740925305,11.33,1.62,11.41,0.28,9.25,0.07,0.992988606485539,0.3328975472236121,1.2248648648648648,0.36882988770138486,88.67,4.3,88.59,0.5,90.75,0.13,1.000903036460097,0.10837802097343249,0.9770798898071625,0.09756538777467276
50000US3904,Ohio,4,12.39,1.0,17.18,1.62,20.51,0.45,19.48,0.1,0.8376401755241345,0.1948220224821718,0.8819301848049281,0.1753837818122787,82.82,0.6,79.49,0.14,80.52,0.2,1.041892061894578,0.018766315317353472,1.0285643318430204,0.020012862326709024,7.6,0.97,8.1,0.3,9.25,0.07,0.9382716049382716,0.3094322344322344,0.8216216216216216,0.22217780769914072,92.4,2.9,91.9,0.58,90.75,0.13,1.0054406964091405,0.07580618820922509,1.0181818181818183,0.06682908780202736
50000US1716,Illinois,16,12.38,0.98,17.17,1.56,17.74,0.42,19.48,0.1,0.9678692220969562,0.22182727818416742,0.8814168377823409,0.16921818455891577,82.83,0.71,82.26,0.89,80.52,0.2,1.0069292487235593,0.0390555572265128,1.028688524590164,0.022745736577969588,6.54,1.0,9.19,0.31,9.25,0.07,0.7116430903155604,0.26594120436225704,0.707027027027027,0.22693016166886404,93.46,2.58,90.81,0.55,90.75,0.13,1.029181808170906,0.0692911662474975,1.029862258953168,0.059810196424630334
50000US4706,Tennessee,6,12.31,0.76,17.78,1.53,22.63,0.64,19.48,0.1,0.7856827220503757,0.17980239875413154,0.9127310061601643,0.1664595304279445,82.22,0.73,77.37,0.34,80.52,0.2,1.0626857955279823,0.028210785721012117,1.0211127670144065,0.023204876233421122,8.2,1.04,8.91,0.41,9.25,0.07,0.9203142536475869,0.3188184801817722,0.8864864864864864,0.23829560436477884,91.8,2.39,91.09,0.82,90.75,0.13,1.0077944889669557,0.07062580196643353,1.0115702479338842,0.05557045303713697
50000US0632,California,32,12.29,1.2,17.53,1.58,19.92,0.26,19.48,0.1,0.8800200803212851,0.1816378937477252,0.8998973305954826,0.17146136988207467,82.47,1.62,80.08,0.09,80.52,0.2,1.0298451548451548,0.04277443124945939,1.0242175856929956,0.04532674554507441,10.99,1.51,10.31,0.21,9.25,0.07,1.0659553831231814,0.33648307796559124,1.1881081081081082,0.3444883914462304,89.01,1.08,89.69,0.36,90.75,0.13,0.9924183298026537,0.032050256543048924,0.9808264462809918,0.026611788780575754
50000US3908,Ohio,8,12.28,0.93,16.56,1.61,20.51,0.45,19.48,0.1,0.8074110190151145,0.19251929326524242,0.8501026694045174,0.17403028089360578,83.44,0.43,79.49,0.14,80.52,0.2,1.049691785130205,0.014516508733168156,1.0362642821659216,0.015828534227806317,6.94,1.03,8.1,0.3,9.25,0.07,0.8567901234567902,0.31822344322344326,0.7502702702702703,0.23407154945907785,93.06,2.35,91.9,0.58,90.75,0.13,1.0126224156692056,0.06392683358417187,1.0254545454545454,0.0547286873136857
50000US3202,Nevada,2,12.27,0.88,16.53,1.78,19.07,0.96,19.48,0.1,0.8668065023597273,0.2746482154184516,0.8485626283367557,0.19146872769859513,83.47,0.6,80.93,0.3,80.52,0.2,1.0313851476584701,0.0224744357072701,1.0366368604073521,0.020052964554073106,8.63,1.18,8.72,0.65,9.25,0.07,0.9896788990825688,0.4205226678516026,0.9329729729729731,0.2692712278044265,91.37,2.54,91.28,1.19,90.75,0.13,1.0009859772129712,0.0817661604943967,1.0068319559228651,0.05886266964510524
50000US1709,Illinois,9,12.22,1.28,13.84,1.72,17.74,0.42,19.48,0.1,0.7801578354002255,0.23098249076721164,0.7104722792607803,0.18389059833384458,86.16,1.23,82.26,0.89,80.52,0.2,1.047410649161196,0.0525759448222491,1.0700447093889718,0.035867308762965976,10.77,1.65,9.19,0.31,9.25,0.07,1.1719260065288357,0.43864864864864866,1.1643243243243242,0.37440040393839946,89.23,4.74,90.81,0.55,90.75,0.13,0.9826010351282899,0.11630050160598511,0.9832506887052342,0.10728005683072171
50000US5306,Washington,6,12.21,1.03,15.65,1.89,13.69,0.52,19.48,0.1,1.1431701972242514,0.36348256999760076,0.803388090349076,0.20229884330486128,84.35,1.01,86.31,1.22,80.52,0.2,0.9772911597729115,0.051042412777449496,1.047565822155986,0.030291124895857603,6.36,1.09,7.64,0.39,9.25,0.07,0.8324607329842932,0.37129729033366254,0.6875675675675677,0.2460961971817817,93.64,3.18,92.36,0.75,90.75,0.13,1.0138588133391078,0.08533248073101209,1.0318457300275483,0.07303904673905273
50000US2609,Michigan,9,12.19,0.89,17.87,2.05,20.73,0.45,19.48,0.1,0.8620356970574048,0.23531745366567763,0.9173511293634498,0.21989646350449213,82.13,0.68,79.27,0.16,80.52,0.2,1.036079222909045,0.021339122527238023,1.0199950322901143,0.021957388483726147,8.48,1.15,8.11,0.31,9.25,0.07,1.0456226880394577,0.36406906632559843,0.9167567567567568,0.2625389211478583,91.52,0.63,91.89,0.59,90.75,0.13,0.995973446512134,0.026502873715686902,1.0084848484848485,0.016773654923360512
50000US4808,Texas,8,12.0,1.26,14.57,1.75,22.45,0.32,19.48,0.1,0.6489977728285078,0.17443894136952942,0.747946611909651,0.18735551852050963,85.43,1.18,77.55,0.15,80.52,0.2,1.101611863313991,0.0346936637634312,1.0609786388474916,0.034580335743250985,7.66,1.59,10.47,0.28,9.25,0.07,0.731614135625597,0.34310153593354176,0.8281081081081081,0.35633771868308606,92.34,4.12,89.53,0.5,90.75,0.13,1.0313861275550096,0.10355942480465877,1.0175206611570249,0.09371430109014271
50000US5309,Washington,9,11.97,1.36,18.25,2.1,13.69,0.52,19.48,0.1,1.3330898466033603,0.4086548608918078,0.9368583162217659,0.22523035341764253,81.75,0.92,86.31,1.22,80.52,0.2,0.9471671880431004,0.048104709716771284,1.0152757078986587,0.02789523274592414,9.03,1.48,7.64,0.39,9.25,0.07,1.181937172774869,0.5094310130115516,0.9762162162162161,0.33479433738206776,90.97,0.56,92.36,0.75,90.75,0.13,0.9849501948895626,0.028124692292279384,1.0024242424242424,0.015213588277624255
50000US1201,Florida,1,11.96,1.09,18.04,1.88,21.05,0.41,19.48,0.1,0.8570071258907362,0.21208738810984198,0.9260780287474332,0.20253180569039614,81.96,0.76,78.95,0.21,80.52,0.2,1.0381253958201393,0.024775509884521534,1.0178837555886735,0.023933996422634538,6.15,1.12,10.41,0.26,9.25,0.07,0.590778097982709,0.24484097488007908,0.664864864864865,0.2522394270059002,93.85,2.31,89.59,0.47,90.75,0.13,1.0475499497711798,0.06256112521833639,1.034159779614325,0.05387208347191958
50000US0630,California,30,11.95,1.37,15.67,2.12,19.92,0.26,19.48,0.1,0.7866465863453814,0.23342612318230532,0.8044147843942505,0.22592396993204034,84.33,1.31,80.08,0.09,80.52,0.2,1.053071928071928,0.035084371825635,1.047317436661699,0.037741501782759944,9.98,1.48,10.31,0.21,9.25,0.07,0.967992240543162,0.3266686744720099,1.078918918918919,0.3363488456899212,90.02,0.92,89.69,0.36,90.75,0.13,1.0036793399487123,0.028572755176064543,0.9919559228650138,0.023117496914837075
50000US4902,Utah,2,11.92,1.06,14.3,1.42,11.08,0.6,19.48,0.1,1.2906137184115525,0.3972602739726027,0.7340862422997947,0.15333141481957008,85.7,0.84,88.92,1.68,80.52,0.2,0.9637876743139902,0.05533156611433482,1.0643318430203677,0.02615183468307148,6.49,1.41,6.68,0.66,9.25,0.07,0.971556886227545,0.620194266160935,0.7016216216216217,0.3155020711193395,93.51,4.15,93.32,1.36,90.75,0.13,1.0020360051435921,0.11817274019140597,1.0304132231404959,0.09441239691514793
50000US5000,Vermont,0,11.89,0.95,14.78,1.73,14.78,1.73,19.48,0.1,1.0,0.4747040572183119,0.7587268993839835,0.18541275980313096,85.22,4.07,85.22,4.07,80.52,0.2,1.0,0.19147169561862265,1.0583705911574763,0.10635123036101383,8.7,1.13,8.7,1.13,9.25,0.07,1.0,0.5284553391808701,0.9405405405405405,0.25857434056121253,91.3,2.07,91.3,2.07,90.75,0.13,1.0,0.09073667537784234,1.006060606060606,0.0485023117351205
50000US1212,Florida,12,11.88,1.1,15.53,1.9,21.05,0.41,19.48,0.1,0.7377672209026128,0.20934160905091134,0.7972279260780287,0.20326231670024061,84.47,0.88,78.95,0.21,80.52,0.2,1.0699176694110195,0.02798456051687242,1.049056135121709,0.027069497036630488,9.32,1.0,10.41,0.26,9.25,0.07,0.8952929875120077,0.23699244232482766,1.0075675675675675,0.2314791438750035,90.68,2.92,89.59,0.47,90.75,0.13,1.0121665364437995,0.07580782968944302,0.9992286501377411,0.06721555885744838
50000US0406,Arizona,6,11.88,1.54,18.37,2.28,23.64,0.58,19.48,0.1,0.7770727580372251,0.23116302354178916,0.9430184804928132,0.24377458095759136,81.63,0.97,76.36,0.28,80.52,0.2,1.0690151911995809,0.033246236792827684,1.0137853949329358,0.02912976439139379,6.87,1.03,8.97,0.38,9.25,0.07,0.765886287625418,0.2950751090996246,0.7427027027027027,0.2339570067416571,93.13,0.77,91.03,0.67,90.75,0.13,1.0230693178073162,0.031979244056127364,1.0262258953168044,0.019909889151727846
50000US0638,California,38,11.85,1.29,16.22,1.86,19.92,0.26,19.48,0.1,0.8142570281124497,0.20803813491395348,0.8326488706365502,0.1995191066050634,83.78,1.08,80.08,0.09,80.52,0.2,1.0462037962037962,0.029324670947470783,1.0404868355688028,0.0319946675142838,11.66,1.51,10.31,0.21,9.25,0.07,1.13094083414161,0.3391314987012009,1.2605405405405405,0.3455847288844007,88.34,1.17,89.69,0.36,90.75,0.13,0.9849481547552682,0.03399723265300389,0.973443526170799,0.02857411171398286
50000US3103,Nebraska,3,11.8,0.93,15.54,1.65,14.2,0.9,19.48,0.1,1.0943661971830987,0.3726136533386446,0.7977412731006159,0.17759955979596287,84.46,3.68,85.8,2.03,80.52,0.2,0.9843822843822844,0.13243534767038526,1.0489319423745653,0.09661724756079745,8.96,1.12,7.83,0.64,9.25,0.07,1.1443167305236273,0.4763273141070587,0.9686486486486487,0.2568374989480771,91.04,2.45,92.17,1.38,90.75,0.13,0.9877400455679722,0.08275873355613758,1.0031955922865015,0.056868776247198494
50000US2607,Michigan,7,11.79,1.01,16.54,1.56,20.73,0.45,19.48,0.1,0.7978774722624216,0.1852339205793117,0.8490759753593429,0.1688861340998955,83.46,0.32,79.27,0.16,80.52,0.2,1.0528573230730416,0.012323934948402197,1.0365126676602086,0.013097510848577939,6.35,0.99,8.11,0.31,9.25,0.07,0.782983970406905,0.3044460685790853,0.6864864864864865,0.22445697401516643,93.65,2.58,91.89,0.59,90.75,0.13,1.0191533355098488,0.0692443492118837,1.031955922865014,0.05981619481288526
50000US2906,Missouri,6,11.79,1.0,15.89,1.32,19.19,0.63,19.48,0.1,0.8280354351224596,0.19214688663488638,0.8157084188911704,0.1439022359118369,84.11,0.97,80.81,0.19,80.52,0.2,1.0408365301324094,0.028901507146773003,1.0445851962245405,0.02928276981272137,7.1,0.96,8.24,0.41,9.25,0.07,0.8616504854368932,0.3195476121926192,0.7675675675675675,0.21919735943972246,92.9,2.8,91.76,0.84,90.75,0.13,1.0124237140366172,0.07957153132984732,1.0236914600550966,0.06464101176247511
