geoid,state,district,non_english_at_home,non_english_at_home_moe,children_english,children_english_moe,state_children_english,state_children_english_moe,country_children_english,country_children_english_moe,ratio_state_children_english,ratio_state_children_english_moe,ratio_country_children_english,ratio_country_children_english_moe,children_spanish,children_spanish_moe,state_children_spanish,state_children_spanish_moe,country_children_spanish,country_children_spanish_moe,ratio_state_children_spanish,ratio_state_children_spanish_moe,ratio_country_children_spanish,ratio_country_children_spanish_moe,children_indoeuropean,children_indoeuropean_moe,state_children_indoeuropean,state_children_indoeuropean_moe,country_children_indoeuropean,country_children_indoeuropean_moe,ratio_state_children_indoeuropean,ratio_state_children_indoeuropean_moe,ratio_country_children_indoeuropean,ratio_country_children_indoeuropean_moe,children_asian_islander,children_asian_islander_moe,state_children_asian_islander,state_children_asian_islander_moe,country_children_asian_islander,country_children_asian_islander_moe,ratio_state_children_asian_islander,ratio_state_children_asian_islander_moe,ratio_country_children_asian_islander,ratio_country_children_asian_islander_moe,children_other,children_other_moe,state_children_other,state_children_other_moe,country_children_other,country_children_other_moe,ratio_state_children_other,ratio_state_children_other_moe,ratio_country_children_other,ratio_country_children_other_moe,adults_english,adults_english_moe,state_adults_english,state_adults_english_moe,country_adults_english,country_adults_english_moe,ratio_state_adults_english,ratio_state_adults_english_moe,ratio_country_adults_english,ratio_country_adults_english_moe,adults_spanish,adults_spanish_moe,state_adults_spanish,state_adults_spanish_moe,country_adults_spanish,country_adults_spanish_moe,ratio_state_adults_spanish,ratio_state_adults_spanish_moe,ratio_country_adults_spanish,ratio_country_adults_spanish_moe,adults_indoeuropean,adults_indoeuropean_moe,state_adults_indoeuropean,state_adults_indoeuropean_moe,country_adults_indoeuropean,country_adults_indoeuropean_moe,ratio_state_adults_indoeuropean,ratio_state_adults_indoeuropean_moe,ratio_country_adults_indoeuropean,ratio_country_adults_indoeuropean_moe,adults_asian_islander,adults_asian_islander_moe,state_adults_asian_islander,state_adults_asian_islander_moe,country_adults_asian_islander,country_adults_asian_islander_moe,ratio_state_adults_asian_islander,ratio_state_adults_asian_islander_moe,ratio_country_adults_asian_islander,ratio_country_adults_asian_islander_moe,adults_other,adults_other_moe,state_adults_other,state_adults_other_moe,country_adults_other,country_adults_other_moe,ratio_state_adults_other,ratio_state_adults_other_moe,ratio_country_adults_other,ratio_country_adults_other_moe
50000US0648,California,48,33.68,0.67,66.76,2.68,55.81,0.39,77.54,0.09,1.1962013975989967,0.11276374139376949,0.8609749806551458,0.07112436066966782,19.3,2.77,34.72,0.37,16.14,0.08,0.5558755760368664,0.17142925884489996,1.1957868649318464,0.35510946159055196,2.87,1.07,2.79,0.14,2.78,0.04,1.028673835125448,0.8724579818404276,1.0323741007194245,0.7996583320391367,9.8,1.67,5.73,0.15,2.43,0.04,1.7102966841186737,0.6729024943310659,4.032921810699588,1.507665204207816,1.27,0.83,0.94,0.1,1.11,0.03,1.3510638297872342,2.0769230769230766,1.144144144144144,1.5584795321637424,66.52,1.41,55.34,0.15,78.59,0.05,1.2020238525478857,0.05747434990139242,0.8464181193536072,0.03695944760961815,14.13,1.04,27.78,0.11,12.75,0.03,0.5086393088552916,0.07890334829003871,1.1082352941176472,0.16835341187586736,4.26,0.51,4.89,0.08,3.84,0.03,0.8711656441717791,0.2371568287061245,1.109375,0.28297625587499237,14.07,0.9,10.91,0.07,3.73,0.02,1.2896425297891843,0.18154275805053133,3.772117962466488,0.5230404312668464,1.02,0.31,1.08,0.04,1.1,0.02,0.9444444444444444,0.6449175824175825,0.9272727272727272,0.59755291005291
50000US4802,Texas,2,33.32,1.09,65.38,2.47,64.35,0.43,77.54,0.09,1.016006216006216,0.09035003811881248,0.8431777147278823,0.06566647985964441,28.35,3.81,31.37,0.38,16.14,0.08,0.9037296780363405,0.2648407284036252,1.7565055762081785,0.4895436809866821,2.09,0.81,1.45,0.13,2.78,0.04,1.4413793103448276,1.3868431146912161,0.7517985611510791,0.6044934513640835,3.16,1.05,2.1,0.11,2.43,0.04,1.5047619047619047,1.1608267582255167,1.300411522633745,0.9072552640048785,1.01,0.63,0.73,0.11,1.11,0.03,1.3835616438356164,2.1927803379416284,0.9099099099099098,1.185185185185185,67.14,1.42,64.35,0.15,78.59,0.05,1.0433566433566435,0.04899804390349923,0.8543071637612928,0.03722397124946344,24.1,1.7,29.17,0.12,12.75,0.03,0.826191292423723,0.12335779248291022,1.8901960784313727,0.275563232645348,3.34,0.69,2.33,0.08,3.84,0.03,1.4334763948497853,0.6915260488704471,0.8697916666666666,0.37298826018840664,4.59,0.6,3.17,0.07,3.73,0.02,1.44794952681388,0.44271206690561526,1.230563002680965,0.33492183288409705,0.83,0.3,0.98,0.06,1.1,0.02,0.846938775510204,0.7186454849498328,0.7545454545454544,0.5730820105820105
50000US0642,California,42,33.11,0.77,72.53,2.41,55.81,0.39,77.54,0.09,1.2995878874753628,0.10453258263329784,0.9353881867423265,0.06433294549878098,22.59,2.46,34.72,0.37,16.14,0.08,0.6506336405529954,0.15558993032265128,1.399628252788104,0.3187154213622466,1.07,0.5,2.79,0.14,2.78,0.04,0.3835125448028674,0.3979135810419215,0.3848920863309353,0.37086504115545893,3.02,0.89,5.73,0.15,2.43,0.04,0.5270506108202443,0.3384719479189526,1.242798353909465,0.7736350854606745,0.79,0.61,0.94,0.1,1.11,0.03,0.8404255319148937,1.4935897435897434,0.7117117117117117,1.138401559454191,64.47,1.1,55.34,0.15,78.59,0.05,1.1649801228767618,0.04606998134950901,0.8203333757475505,0.029037209075806408,24.42,1.54,27.78,0.11,12.75,0.03,0.879049676025918,0.11783449436016838,1.915294117647059,0.25058316355153987,2.85,0.54,4.89,0.08,3.84,0.03,0.5828220858895706,0.23999297238733866,0.7421875,0.29286455472135753,7.21,0.67,10.91,0.07,3.73,0.02,0.6608615948670944,0.13130885407214726,1.9329758713136729,0.379989218328841,1.05,0.4,1.08,0.04,1.1,0.02,0.9722222222222222,0.8138736263736264,0.9545454545454545,0.7622354497354498
50000US3616,New York,16,33.02,2.54,70.33,3.14,68.65,0.5,77.54,0.09,1.0244719592134013,0.10640727543183684,0.9070157338148052,0.08309609894878846,19.85,2.13,16.78,0.28,16.14,0.08,1.1829558998808105,0.2934342250168744,1.2298636926889714,0.27613926198457384,5.06,1.3,8.31,0.34,2.78,0.04,0.608904933814681,0.3633103908442787,1.8201438848920863,0.9878345498783456,2.17,1.05,3.82,0.17,2.43,0.04,0.5680628272251309,0.601490026435953,0.8930041152263374,0.8938390391814749,2.59,1.02,2.44,0.26,1.11,0.03,1.0614754098360655,1.074481821270812,2.333333333333333,1.9653996101364521,66.31,1.27,69.02,0.17,78.59,0.05,0.9607360185453493,0.041533868984849384,0.8437460236671332,0.03339325187209814,19.14,1.01,14.85,0.1,12.75,0.03,1.288888888888889,0.1533926648149198,1.5011764705882353,0.1654966486550329,7.82,0.68,8.94,0.13,3.84,0.03,0.8747203579418346,0.17760212848234258,2.0364583333333335,0.38600988829884636,3.64,0.44,5.46,0.09,3.73,0.02,0.6666666666666667,0.1831999597362726,0.9758713136729222,0.24639712488769092,3.1,0.54,1.73,0.08,1.1,0.02,1.7919075144508672,0.7916959651766283,2.818181818181818,1.0846560846560847
50000US4827,Texas,27,32.64,0.61,77.83,3.18,64.35,0.43,77.54,0.09,1.2094794094794095,0.11500361674692935,1.0037400051586276,0.08435236023423753,21.25,3.06,31.37,0.38,16.14,0.08,0.6773987886515779,0.2115332098492529,1.3166047087980173,0.39224363630221437,0.15,0.15,1.45,0.13,2.78,0.04,0.10344827586206896,0.22727272727272727,0.053956834532374105,0.10948905109489052,0.49,0.43,2.1,0.11,2.43,0.04,0.2333333333333333,0.4351622365219764,0.2016460905349794,0.3606457405180154,0.28,0.3,0.73,0.11,1.11,0.03,0.3835616438356165,0.9592933947772658,0.25225225225225223,0.5545808966861597,64.3,0.97,64.35,0.15,78.59,0.05,0.9992229992229993,0.0348062015503876,0.8181702506680238,0.025726146372726466,33.24,1.07,29.17,0.12,12.75,0.03,1.1395269112101474,0.08274005155871988,2.607058823529412,0.18011264652906958,0.69,0.18,2.33,0.08,3.84,0.03,0.296137339055794,0.17504840940525587,0.1796875,0.09656351095647928,1.47,0.35,3.17,0.07,3.73,0.02,0.4637223974763407,0.24141776184786934,0.3941018766756032,0.1918993710691824,0.29,0.2,0.98,0.06,1.1,0.02,0.29591836734693877,0.44607023411371244,0.2636363636363636,0.3733465608465608
50000US3612,New York,12,32.57,3.2,57.08,5.95,68.65,0.5,77.54,0.09,0.8314639475600873,0.18546452070498648,0.736136187774052,0.1551782399285748,17.57,6.36,16.78,0.28,16.14,0.08,1.0470798569725863,0.7932104160005683,1.0885997521685253,0.7989152883837274,13.85,3.66,8.31,0.34,2.78,0.04,1.6666666666666665,1.0189540255727765,4.982014388489209,2.7770357716001453,6.88,2.18,3.82,0.17,2.43,0.04,1.8010471204188483,1.3042469186665293,2.831275720164609,1.887960970982332,4.62,3.64,2.44,0.26,1.11,0.03,1.8934426229508197,3.4260278627251104,4.162162162162162,6.788499025341131,68.3,0.69,69.02,0.17,78.59,0.05,0.9895682410895392,0.024869075849468007,0.8690673113627687,0.0186653177871537,10.33,1.23,14.85,0.1,12.75,0.03,0.6956228956228957,0.175033161385409,0.8101960784313725,0.19675495319927955,11.67,1.02,8.94,0.13,3.84,0.03,1.3053691275167787,0.26620796503922706,3.0390625,0.5787706769211988,7.75,0.87,5.46,0.09,3.73,0.02,1.4194139194139195,0.36557451306054656,2.0777479892761392,0.4887834681042228,1.95,0.46,1.73,0.08,1.1,0.02,1.1271676300578035,0.6374016407165579,1.7727272727272725,0.9011243386243387
50000US1711,Illinois,11,31.81,1.91,67.16,2.33,76.14,0.55,77.54,0.09,0.8820593643288678,0.07395008011992968,0.8661336084601495,0.06210872501338265,25.38,2.73,17.12,0.42,16.14,0.08,1.4824766355140186,0.3918994394335616,1.5724907063197024,0.3538871648089086,3.73,0.98,3.86,0.26,2.78,0.04,0.966321243523316,0.6408576051779936,1.341726618705036,0.7438007972252421,2.71,0.54,1.82,0.14,2.43,0.04,1.489010989010989,0.8273809523809524,1.1152263374485596,0.48129012586180614,1.02,0.77,1.05,0.2,1.11,0.03,0.9714285714285714,1.9058823529411768,0.9189189189189189,1.4381091617933721,68.45,1.16,77.25,0.19,78.59,0.05,0.886084142394822,0.034391301561732514,0.8709759511388218,0.030628560496611477,20.31,1.03,12.71,0.11,12.75,0.03,1.5979543666404403,0.18975063764455338,1.592941176470588,0.16906575722679895,5.57,0.67,5.82,0.15,3.84,0.03,0.9570446735395189,0.27975858126611897,1.4505208333333335,0.3716454047895176,4.42,0.54,3.18,0.08,3.73,0.02,1.389937106918239,0.40981595092024536,1.1849865951742626,0.3022605570530099,1.25,0.4,1.04,0.09,1.1,0.02,1.2019230769230769,0.9846297158826267,1.1363636363636362,0.7688492063492063
50000US1501,Hawaii,1,31.45,0.64,77.24,2.95,79.79,2.1,77.54,0.09,0.968041107908259,0.12498659823278847,0.996131029146247,0.07840226689864112,1.44,1.1,2.08,0.71,16.14,0.08,0.6923076923076923,1.732150799256992,0.08921933085501858,0.13719513599587244,0.8,0.59,0.83,0.38,2.78,0.04,0.9638554216867471,2.915335169880625,0.2877697841726619,0.43283118496660977,20.29,2.53,16.64,1.96,2.43,0.04,1.2193509615384615,0.5996572031291201,8.349794238683126,2.357833754001999,0.24,0.34,0.65,0.32,1.11,0.03,0.3692307692307692,1.860668541080912,0.2162162162162162,0.624756335282651,67.66,1.3,72.26,0.91,78.59,0.05,0.936340990866316,0.05957408417812278,0.8609237816516095,0.034178565535156996,1.56,0.29,2.17,0.27,12.75,0.03,0.7188940092165899,0.45319240724762727,0.1223529411764706,0.046066229663093865,1.17,0.24,1.33,0.19,3.84,0.03,0.8796992481203006,0.6249999999999999,0.3046875,0.12976866263810047,29.25,1.39,23.45,0.88,3.73,0.02,1.2473347547974414,0.21246590731743653,7.841823056300268,0.8294267744833782,0.36,0.12,0.8,0.17,1.1,0.02,0.44999999999999996,0.5144820814923907,0.3272727272727272,0.23015873015873015
50000US0603,California,3,31.43,0.6,67.06,3.09,55.81,0.39,77.54,0.09,1.2015767783551334,0.12753229624054935,0.8648439515088986,0.08170854329026125,25.88,2.91,34.72,0.37,16.14,0.08,0.7453917050691244,0.18353437594241964,1.6034696406443618,0.3764996552693122,4.54,1.01,2.79,0.14,2.78,0.04,1.6272401433691757,0.8895614656449223,1.6330935251798562,0.7737743956100844,2.24,0.87,5.73,0.15,2.43,0.04,0.39092495636998253,0.3243544729719845,0.9218106995884774,0.7465993596801788,0.29,0.29,0.94,0.1,1.11,0.03,0.30851063829787234,0.6904761904761905,0.2612612612612612,0.5370370370370369,68.31,1.27,55.34,0.15,78.59,0.05,1.234369353089989,0.05259002869263607,0.8691945540145056,0.03342563327004713,19.54,0.95,27.78,0.11,12.75,0.03,0.7033837293016558,0.07396604166582978,1.532549019607843,0.15623246818436826,4.93,0.53,4.89,0.08,3.84,0.03,1.0081799591002045,0.249823263907771,1.2838541666666667,0.29611996174896743,6.76,0.53,10.91,0.07,3.73,0.02,0.6196150320806599,0.10511396097567534,1.812332439678284,0.3036262353998203,0.46,0.15,1.08,0.04,1.1,0.02,0.42592592592592593,0.30975274725274726,0.41818181818181815,0.2880291005291005
50000US0605,California,5,31.39,0.6,64.5,2.8,55.81,0.39,77.54,0.09,1.155706862569432,0.11649827714855564,0.8318287335568738,0.07415188184304766,30.37,2.18,34.72,0.37,16.14,0.08,0.8747119815668203,0.14423547185590144,1.8816604708798017,0.2887967900889543,1.88,0.76,2.79,0.14,2.78,0.04,0.6738351254480286,0.613973855367377,0.6762589928057554,0.5663405290676607,3.04,0.91,5.73,0.15,2.43,0.04,0.5305410122164048,0.3456404067003146,1.251028806584362,0.7903714871343146,0.21,0.27,0.94,0.1,1.11,0.03,0.22340425531914895,0.6291208791208792,0.18918918918918917,0.4970760233918127,69.38,0.99,55.34,0.15,78.59,0.05,1.2537043729671122,0.04257550817012453,0.8828095177503498,0.026317365936479094,18.26,1.09,27.78,0.11,12.75,0.03,0.6573074154067675,0.08368049242966619,1.4321568627450982,0.17772093778604542,3.0,0.45,4.89,0.08,3.84,0.03,0.6134969325153374,0.2041772464307676,0.78125,0.2465970823414515,8.82,0.63,10.91,0.07,3.73,0.02,0.8084326306141155,0.12586957836791482,2.3646112600536195,0.3631698113207547,0.54,0.19,1.08,0.04,1.1,0.02,0.5,0.3894230769230769,0.4909090909090909,0.3634259259259259
50000US0904,Connecticut,4,31.3,1.42,73.12,2.36,78.15,0.95,77.54,0.09,0.9356365962891875,0.08315636401747639,0.9429971627547072,0.06306095017774387,17.07,2.05,13.88,0.75,16.14,0.08,1.2298270893371757,0.42954960620411375,1.0576208178438662,0.2645182292666372,7.21,1.32,5.06,0.56,2.78,0.04,1.4249011857707512,0.8475128509292211,2.5935251798561154,1.0244862038618836,1.81,0.62,1.79,0.27,2.43,0.04,1.011173184357542,1.0210143076136946,0.7448559670781892,0.5349550251554216,0.79,0.66,1.12,0.35,1.11,0.03,0.7053571428571428,1.7946815089672232,0.7117117117117117,1.2285575048732944,67.68,1.19,77.16,0.41,78.59,0.05,0.8771384136858477,0.04016771653973148,0.8611782669550834,0.03137954987784441,16.63,0.7,11.52,0.19,12.75,0.03,1.4435763888888888,0.16919177263418766,1.304313725490196,0.11594251040836212,11.43,0.93,7.75,0.34,3.84,0.03,1.4748387096774194,0.37011755403532126,2.9765625,0.530916193615333,3.07,0.37,2.45,0.16,3.73,0.02,1.2530612244897958,0.46770064749284734,0.8230563002680965,0.20722371967654984,1.19,0.38,1.13,0.13,1.1,0.02,1.0530973451327434,0.9271428571428573,1.0818181818181818,0.7304894179894179
50000US0625,California,25,31.27,2.37,74.57,2.51,55.81,0.39,77.54,0.09,1.3361404766170935,0.1086272283731736,0.9616971885478461,0.06697333621513449,21.03,3.03,34.72,0.37,16.14,0.08,0.6057027649769586,0.18747002405542326,1.3029739776951672,0.38839094456208445,1.57,0.61,2.79,0.14,2.78,0.04,0.5627240143369175,0.49499645823942295,0.564748201438849,0.45519490604131074,2.26,0.75,5.73,0.15,2.43,0.04,0.39441535776614306,0.28262380220905564,0.9300411522633744,0.6480781935527586,0.58,0.44,0.94,0.1,1.11,0.03,0.6170212765957447,1.0796703296703296,0.5225225225225224,0.8216374269005846,67.23,1.28,55.34,0.15,78.59,0.05,1.214853632092519,0.052845637431803524,0.8554523476269246,0.03366263272163578,23.33,1.55,27.78,0.11,12.75,0.03,0.8398128149748019,0.11824371209989992,1.8298039215686273,0.25174949065461955,3.16,0.4,4.89,0.08,3.84,0.03,0.6462167689161555,0.1847927481730299,0.8229166666666667,0.22120490752609412,5.29,0.75,10.91,0.07,3.73,0.02,0.4848762603116407,0.14371651913240446,1.418230563002681,0.4173656783468104,0.99,0.39,1.08,0.04,1.1,0.02,0.9166666666666666,0.7912087912087913,0.8999999999999999,0.742063492063492
50000US0624,California,24,31.27,0.47,60.98,3.01,55.81,0.39,77.54,0.09,1.0926357283640924,0.12314265312701067,0.7864328088728397,0.07946306688786346,36.92,2.89,34.72,0.37,16.14,0.08,1.0633640552995391,0.18916000154313115,2.287484510532838,0.3808022627845947,0.81,0.4,2.79,0.14,2.78,0.04,0.2903225806451613,0.31667203297057117,0.29136690647482016,0.2962157684940726,1.21,0.6,5.73,0.15,2.43,0.04,0.21116928446771377,0.22063126325799137,0.4979423868312757,0.5103586129791811,0.08,0.1,0.94,0.1,1.11,0.03,0.08510638297872342,0.23351648351648355,0.07207207207207207,0.18421052631578946,69.55,1.1,55.34,0.15,78.59,0.05,1.2567762920130103,0.04656761512376959,0.8849726428298765,0.02911945782659684,23.76,0.93,27.78,0.11,12.75,0.03,0.8552915766738661,0.07372916705271096,1.863529411764706,0.154652759323235,2.54,0.37,4.89,0.08,3.84,0.03,0.5194274028629857,0.16836988667974584,0.6614583333333334,0.2030560133471688,3.63,0.32,10.91,0.07,3.73,0.02,0.3327222731439047,0.06293394901162126,0.9731903485254692,0.18202336028751123,0.52,0.2,1.08,0.04,1.1,0.02,0.48148148148148145,0.40659340659340665,0.4727272727272727,0.38095238095238093
50000US3501,New Mexico,1,31.06,0.65,69.82,3.47,70.41,1.78,77.54,0.09,0.9916205084505041,0.1487979663812752,0.9004384833634251,0.09159257795936043,23.51,2.95,23.39,1.65,16.14,0.08,1.0051303976058146,0.3960250535665474,1.4566294919454772,0.38000070635241145,1.29,0.64,1.08,0.3,2.78,0.04,1.1944444444444444,2.0033444816053514,0.4640287769784173,0.4738831081430865,1.48,0.51,0.76,0.23,2.43,0.04,1.9473684210526316,2.774919001334096,0.6090534979423868,0.43992343265631084,3.9,1.67,4.36,0.67,1.11,0.03,0.8944954128440367,1.0661451346123796,3.513513513513513,3.201267056530214,68.32,1.53,64.41,0.75,78.59,0.05,1.0607048594938673,0.07221996575962657,0.8693217966662424,0.04004241574554542,24.98,1.04,27.59,0.58,12.75,0.03,0.9054005074302284,0.1135066529613337,1.9592156862745098,0.17235804765701124,1.9,0.4,1.45,0.21,3.84,0.03,1.3103448275862069,0.9512242518460938,0.4947916666666667,0.2160776414576085,1.86,0.34,1.0,0.14,3.73,0.02,1.86,1.2248062015503876,0.4986595174262735,0.1876585804132974,2.94,0.75,5.55,0.32,1.1,0.02,0.5297297297297298,0.3324614577802678,2.6727272727272724,1.4613095238095235
50000US1214,Florida,14,30.8,2.17,72.34,2.83,71.46,0.51,77.54,0.09,1.012314581584103,0.09365941470209724,0.9329378385349497,0.07516039028059057,22.96,3.17,22.26,0.39,16.14,0.08,1.0314465408805031,0.3210566956458543,1.422552664188352,0.40692501762042155,2.89,1.19,4.46,0.29,2.78,0.04,0.647982062780269,0.620522529344945,1.0395683453237412,0.8862142154578869,1.08,0.51,1.2,0.13,2.43,0.04,0.9000000000000001,1.0574098798397864,0.4444444444444444,0.43450273575796583,0.73,0.52,0.63,0.12,1.11,0.03,1.1587301587301586,2.1709803921568627,0.6576576576576576,0.9731968810916178,68.57,1.19,71.18,0.2,78.59,0.05,0.9633323967406573,0.03885016564715682,0.872502862959664,0.03139395959993171,23.41,1.15,21.1,0.13,12.75,0.03,1.109478672985782,0.12268069743219291,1.8360784313725491,0.18903357250420763,4.28,0.66,5.38,0.15,3.84,0.03,0.7955390334572491,0.2899394576428243,1.1145833333333335,0.36118740971332075,2.56,0.4,1.66,0.06,3.73,0.02,1.5421686746987953,0.594186046511628,0.6863270777479893,0.22184366576819406,1.18,0.31,0.68,0.05,1.1,0.02,1.7352941176470587,1.1732985431615568,1.0727272727272725,0.6028439153439152
50000US3604,New York,4,30.28,2.33,70.0,2.35,68.65,0.5,77.54,0.09,1.0196649672250546,0.0833207340576723,0.902759865875677,0.06270961215685436,19.8,2.07,16.78,0.28,16.14,0.08,1.1799761620977354,0.2861813918789299,1.2267657992565055,0.26867342410473666,7.21,1.8,8.31,0.34,2.78,0.04,0.8676293622141997,0.5050558089947128,2.5935251798561154,1.369881451571155,2.38,0.8,3.82,0.17,2.43,0.04,0.6230366492146597,0.4752429017749854,0.9794238683127571,0.6908678196940694,0.62,0.49,2.44,0.26,1.11,0.03,0.2540983606557377,0.46102616377845734,0.5585585585585585,0.9137426900584793,69.66,0.95,69.02,0.17,78.59,0.05,1.0092726745870761,0.03250023642180505,0.886372311998982,0.02530395770626756,16.27,1.05,14.85,0.1,12.75,0.03,1.0956228956228957,0.1561770874666969,1.276078431372549,0.1707119024419051,9.78,0.91,8.94,0.13,3.84,0.03,1.0939597315436242,0.23544458724988024,2.546875,0.5137846141325358,3.45,0.47,5.46,0.09,3.73,0.02,0.631868131868132,0.1930444410891338,0.9249329758713137,0.26193710691823896,0.84,0.33,1.73,0.08,1.1,0.02,0.48554913294797686,0.4273229532898042,0.7636363636363636,0.6279761904761904
50000US0650,California,50,30.27,0.88,65.67,2.39,55.81,0.39,77.54,0.09,1.1766708475183658,0.10209785898945742,0.8469177198865101,0.06361170795201651,26.65,2.89,34.72,0.37,16.14,0.08,0.7675691244239631,0.18285490045767114,1.651177199504337,0.3744942286401333,1.71,0.83,2.79,0.14,2.78,0.04,0.6129032258064516,0.6581492691094081,0.6151079136690648,0.6149505616814206,2.08,0.83,5.73,0.15,2.43,0.04,0.36300174520069806,0.3089203423304806,0.8559670781893004,0.7115003472633951,3.9,1.58,0.94,0.1,1.11,0.03,4.1489361702127665,4.293040293040293,3.513513513513513,3.0389863547758282,68.87,1.34,55.34,0.15,78.59,0.05,1.2444886158294182,0.05517472023039007,0.8763201425117699,0.03521609790684053,21.14,1.15,27.78,0.11,12.75,0.03,0.7609791216702664,0.08882124169205703,1.6580392156862747,0.18819573626243835,2.82,0.64,4.89,0.08,3.84,0.03,0.5766871165644172,0.2807029285902526,0.734375,0.34482898939958084,4.22,0.6,10.91,0.07,3.73,0.02,0.38680109990834094,0.11495910041067624,1.131367292225201,0.33385804132973945,2.95,0.68,1.08,0.04,1.1,0.02,2.7314814814814814,1.463598901098901,2.6818181818181817,1.3343253968253967
50000US3603,New York,3,30.1,2.34,73.75,3.04,68.65,0.5,77.54,0.09,1.0742898761835395,0.10421951068126802,0.9511220015475883,0.08061916922795198,8.22,2.16,16.78,0.28,16.14,0.08,0.4898688915375447,0.2738740274965363,0.5092936802973977,0.2727134527887868,8.57,1.81,8.31,0.34,2.78,0.04,1.0312876052948254,0.5208810496007427,3.0827338129496407,1.3911580473158358,8.7,1.5,3.82,0.17,2.43,0.04,2.277486910994764,0.9900092697497167,3.5802469135802464,1.3528026696932225,0.75,0.39,2.44,0.26,1.11,0.03,0.3073770491803279,0.38960244648318043,0.6756756756756757,0.739766081871345,69.15,1.12,69.02,0.17,78.59,0.05,1.0018835120255,0.03738997464487662,0.8798829367604021,0.029621952359969235,8.46,1.03,14.85,0.1,12.75,0.03,0.5696969696969698,0.14639986395329063,0.6635294117647059,0.1646920305902501,12.72,1.04,8.94,0.13,3.84,0.03,1.422818791946309,0.27409966873866654,3.3125000000000004,0.5934607011332885,8.43,0.81,5.46,0.09,3.73,0.02,1.543956043956044,0.34769741808847954,2.260053619302949,0.4585660377358491,1.25,0.28,1.73,0.08,1.1,0.02,0.7225433526011561,0.39136112506278253,1.1363636363636362,0.5505952380952381
50000US0623,California,23,30.05,0.85,70.23,3.44,55.81,0.39,77.54,0.09,1.2583766350116468,0.1408693368402532,0.9057260768635542,0.09083105728976912,25.26,3.18,34.72,0.37,16.14,0.08,0.7275345622119817,0.1987084987947399,1.5650557620817844,0.40957691026099713,0.97,0.55,2.79,0.14,2.78,0.04,0.34767025089605735,0.4302401957627664,0.3489208633093525,0.4058083553346793,2.2,0.97,5.73,0.15,2.43,0.04,0.38394415357766143,0.35891668495355133,0.9053497942386831,0.8283841241339589,1.33,1.14,0.94,0.1,1.11,0.03,1.4148936170212767,2.7577838827838828,1.1981981981981982,2.1203703703703702,69.47,0.98,55.34,0.15,78.59,0.05,1.2553306830502349,0.0422229196206189,0.8839547016159817,0.0260643376929057,23.86,1.56,27.78,0.11,12.75,0.03,0.8588912886969042,0.11911475758643429,1.8713725490196078,0.2535137449434553,2.33,0.43,4.89,0.08,3.84,0.03,0.4764826175869121,0.19151081122912111,0.6067708333333334,0.23345337646747646,3.46,0.49,10.91,0.07,3.73,0.02,0.3171402383134739,0.0938993406327506,0.9276139410187667,0.2726900269541779,0.87,0.38,1.08,0.04,1.1,0.02,0.8055555555555555,0.764423076923077,0.7909090909090909,0.7199074074074073
50000US0633,California,33,30.03,2.53,74.36,3.24,55.81,0.39,77.54,0.09,1.3323777100877978,0.13473610128285973,0.9589889089502192,0.08579606610856301,9.12,1.86,34.72,0.37,16.14,0.08,0.2626728110599078,0.11275410329769613,0.5650557620817843,0.2360906158011034,6.29,1.62,2.79,0.14,2.78,0.04,2.2544802867383513,1.391049005087256,2.262589928057554,1.230832945074287,8.9,2.32,5.73,0.15,2.43,0.04,1.5532286212914486,0.8917050691244238,3.662551440329218,2.030593058120034,1.32,0.65,0.94,0.1,1.11,0.03,1.4042553191489364,1.7010073260073262,1.189189189189189,1.2363547758284599,69.27,1.04,55.34,0.15,78.59,0.05,1.251716660643296,0.04437175711514256,0.8814098485812444,0.02758801199199739,8.95,1.09,27.78,0.11,12.75,0.03,0.322174226061915,0.0810264082798303,0.7019607843137254,0.17428470192222517,10.08,0.81,4.89,0.08,3.84,0.03,2.061349693251534,0.3988421171519764,2.625,0.4629188793261308,9.89,0.86,10.91,0.07,3.73,0.02,0.9065077910174153,0.16929304538947026,2.6514745308310994,0.4895741239892183,1.81,0.42,1.08,0.04,1.1,0.02,1.6759259259259258,0.9031593406593407,1.6454545454545453,0.8237433862433862
