geoid,state,district,number,number_moe,state_number,state_number_moe,country_number,country_number_moe,ratio_state_number,ratio_state_number_moe,ratio_country_number,ratio_country_number_moe,percentage,percentage_moe,state_percentage,state_percentage_moe,country_percentage,country_percentage_moe,ratio_state_percentage,ratio_state_percentage_moe,ratio_country_percentage,ratio_country_percentage_moe
50000US2804,Mississippi,4,66969.0,4029.0,176719.0,7404.0,18496937.0,66959.0,0.3789575540830358,0.07748821992745984,0.0036205453908395753,0.00046185853087009587,11.63,0.7,7.84,0.33,7.44,0.03,1.483418367346939,0.3039896213453462,1.5631720430107527,0.20078153369212343
50000US1204,Florida,4,70079.0,3587.0,1429330.0,17861.0,18496937.0,66959.0,0.049029265460040716,0.006245455813455793,0.0037886813368072777,0.00041528352984204287,11.63,0.57,8.71,0.11,7.44,0.03,1.3352468427095292,0.16463639719453668,1.5631720430107527,0.16583472892921214
50000US1203,Florida,3,66975.0,4308.0,1429330.0,17861.0,18496937.0,66959.0,0.046857618604521,0.0072001951118688704,0.003620869768870381,0.0004920284315945592,11.6,0.74,8.71,0.11,7.44,0.03,1.3318025258323765,0.2035912039234298,1.5591397849462365,0.2115018779571728
50000US0408,Arizona,8,70037.0,3617.0,485094.0,9916.0,18496937.0,66959.0,0.14437820298746223,0.02082385981631467,0.003786410690591637,0.00041851091294291037,11.58,0.56,9.18,0.19,7.44,0.03,1.261437908496732,0.17429540471269517,1.5564516129032258,0.16309231528001344
50000US1202,Florida,2,65941.0,3402.0,1429330.0,17861.0,18496937.0,66959.0,0.04613420273834594,0.005914187759896967,0.003564968621561505,0.0003936602523930489,11.46,0.57,8.71,0.11,7.44,0.03,1.3157290470723306,0.16414333175130513,1.5403225806451613,0.1656504560753134
50000US4004,Oklahoma,4,66789.0,3436.0,275808.0,6177.0,18496937.0,66959.0,0.24215758788722588,0.035780560135930846,0.0036108140499153995,0.00039766851060594197,11.38,0.58,9.36,0.21,7.44,0.03,1.215811965811966,0.17857717936858694,1.5295698924731183,0.16825195518917774
50000US1206,Florida,6,70327.0,3988.0,1429330.0,17861.0,18496937.0,66959.0,0.04920277332736317,0.006810982507213624,0.0038020889620805865,0.00045873970076294366,11.22,0.62,8.71,0.11,7.44,0.03,1.288174512055109,0.17493012708959552,1.5080645161290323,0.17883138491889283
50000US4102,Oregon,2,70739.0,3567.0,295845.0,6445.0,18496937.0,66959.0,0.23910831685510994,0.03454835117963745,0.003824362920195922,0.000413379319686552,11.17,0.56,9.18,0.2,7.44,0.03,1.2167755991285403,0.1751060162122889,1.5013440860215053,0.16264789251472828
50000US1312,Georgia,12,59162.0,4009.0,643660.0,12512.0,18496937.0,66959.0,0.09191498617282416,0.016036387165766455,0.0031984755097560205,0.00045664015232300823,10.98,0.74,8.3,0.16,7.44,0.03,1.3228915662650602,0.22940154855048467,1.4758064516129032,0.21082982401942452
50000US1216,Florida,16,71179.0,3671.0,1429330.0,17861.0,18496937.0,66959.0,0.04979885680703546,0.006382248487755349,0.0038481506424550183,0.0004247967977097334,10.97,0.55,8.71,0.11,7.44,0.03,1.2594718714121698,0.15812898802932024,1.4744623655913978,0.1597428851709131
50000US3910,Ohio,10,60417.0,2961.0,729520.0,11510.0,18496937.0,66959.0,0.08281746902072595,0.01073364315671159,0.003266324581199579,0.00034381384295979956,10.83,0.53,8.11,0.13,7.44,0.03,1.3353884093711468,0.17355889724310783,1.4556451612903225,0.15421469955395128
50000US2405,Maryland,5,63093.0,3609.0,370459.0,8711.0,18496937.0,66959.0,0.17031034473450504,0.027508527063897475,0.0034109971829389915,0.0004149278605369524,10.8,0.6,7.98,0.19,7.44,0.03,1.3533834586466165,0.21494462190643934,1.4516129032258065,0.1729996910719802
50000US4104,Oregon,4,69435.0,2689.0,295845.0,6445.0,18496937.0,66959.0,0.23470060335648735,0.02841785657205058,0.0037538647615007826,0.00031793302456077833,10.77,0.41,9.18,0.2,7.44,0.03,1.173202614379085,0.14051125220224048,1.4475806451612903,0.12189107306418656
50000US5600,Wyoming,0,47535.0,3109.0,47535.0,3109.0,18496937.0,66959.0,1.0,0.26274169616422727,0.0025698849490594037,0.0003547744065436443,10.75,0.7,10.75,0.7,7.44,0.03,1.0,0.26157422494514326,1.4448924731182795,0.19982765068370648
50000US5303,Washington,3,59204.0,3136.0,537385.0,11712.0,18496937.0,66959.0,0.1101705481172716,0.016481371631478746,0.0032007461559716618,0.0003622613480778697,10.74,0.57,9.57,0.21,7.44,0.03,1.1222570532915361,0.1684560327198364,1.4435483870967742,0.16487000634115406
50000US3204,Nevada,4,57976.0,3555.0,208263.0,6033.0,18496937.0,66959.0,0.27837878067635635,0.050309996473578755,0.0031343567856667296,0.0004070860741099668,10.73,0.62,9.23,0.27,7.44,0.03,1.162513542795233,0.20253054511278193,1.4422043010752688,0.17830024551647886
50000US1212,Florida,12,65787.0,3716.0,1429330.0,17861.0,18496937.0,66959.0,0.046026459949766674,0.006350929932493158,0.003556642918770821,0.00042755198558191347,10.7,0.59,8.71,0.11,7.44,0.03,1.2284730195177955,0.16653219427305802,1.4381720430107525,0.170203079524576
50000US5305,Washington,5,59026.0,2873.0,537385.0,11712.0,18496937.0,66959.0,0.10983931445797705,0.015487647445535569,0.0031911229410577545,0.0003337541616390615,10.67,0.52,9.57,0.21,7.44,0.03,1.114942528735632,0.1576805096743747,1.4341397849462365,0.1513530505287005
50000US5104,Virginia,4,63354.0,4801.0,671080.0,10775.0,18496937.0,66959.0,0.09440603206771175,0.01734435635473198,0.003425107627279046,0.0005439179148702361,10.65,0.79,10.44,0.17,7.44,0.03,1.0201149425287357,0.1846120807931376,1.4314516129032258,0.22391319664623402
50000US1213,Florida,13,64148.0,3816.0,1429330.0,17861.0,18496937.0,66959.0,0.0448797688427445,0.006462214756977938,0.003468033653355688,0.00043772318797132513,10.64,0.62,8.71,0.11,7.44,0.03,1.2215843857634903,0.17324790381268784,1.4301075268817205,0.17820268929970895
50000US3000,Montana,0,85461.0,3960.0,85461.0,3960.0,18496937.0,66959.0,1.0,0.1857465207985091,0.004620278481783227,0.0004616359103417121,10.54,0.49,10.54,0.49,7.44,0.03,1.0,0.18636103255255904,1.4166666666666665,0.14314748874038663
