Id,State,Year,Ev dem,Ev gop,Dem votes,Gop votes,Third votes,Other votes,Margin votes,Dem pct,Gop pct,Third pct,Other pct,Margin pct,Winner
225,MO,1996,11,0,1025935,890016,217188,24926,135919,0.54,0.24,0.06,1.16,6.3,DEM
224,MS,1996,0,7,394022,439838,52222,7775,45816,0.08,0.21,5.84,0.87,5.13,REP
226,MT,1996,0,3,167922,179652,55229,4458,11730,0.23,0.11,0.56,1.09,2.88,REP
233,NC,1996,0,14,1107849,1225938,168059,13961,118089,0.04,0.73,6.68,0.55,4.69,REP
234,ND,1996,0,3,106905,125050,32515,1941,18145,0.13,0.94,0.2,0.73,6.81,REP
227,NE,1996,0,5,236761,363467,71278,5909,126706,0.95,0.65,0.52,0.87,0.7,REP
229,NH,1996,4,0,246214,196532,48390,8039,49682,0.32,0.37,9.69,1.61,9.95,DEM
230,NJ,1996,15,0,1652329,1103078,262134,58266,549251,0.72,0.86,8.52,1.89,0.86,DEM
231,NM,1996,5,0,273495,232751,32257,17571,40744,0.18,0.86,5.8,3.16,7.33,DEM
228,NV,1996,4,0,203974,199244,43986,17075,4730,0.93,0.91,9.47,3.68,1.02,DEM
232,NY,1996,33,0,3756177,1933492,503458,123002,1822685,0.47,0.61,7.97,1.95,0.86,DEM
235,OH,1996,21,0,2148222,1859883,483207,43122,288339,0.38,0.02,0.66,0.95,6.36,DEM
236,OK,1996,0,8,488105,582315,130788,5505,94210,0.45,0.26,0.84,0.46,7.81,REP
237,OR,1996,7,0,649641,538152,121221,68746,111489,0.15,0.06,8.8,4.99,8.09,DEM
238,PA,1996,23,0,2215819,1801169,430984,58146,414650,0.17,0.97,9.56,1.29,9.2,DEM
239,RI,1996,4,0,233050,104683,43723,8828,128367,0.71,0.82,0.2,2.26,0.89,DEM
240,SC,1996,0,8,504051,573458,64386,7562,69407,0.85,0.89,5.6,0.66,6.04,REP
241,SD,1996,0,3,139333,150543,31250,2700,11210,0.03,0.49,9.65,0.83,3.46,REP
242,TN,1996,11,0,909146,863530,105918,15511,45616,0,0.59,5.59,0.82,2.41,DEM
243,TX,1996,0,32,2459683,2736167,378537,37257,276484,0.83,0.76,6.75,0.66,4.93,REP
244,UT,1996,0,5,221633,361911,66461,15624,140278,0.3,0.37,9.98,2.35,0.07,REP
246,VA,1996,0,13,1091060,1138350,159861,27371,47290,0.15,0.1,6.62,1.13,1.96,REP
245,VT,1996,3,0,137894,80352,31024,9179,57542,0.35,0.09,0,3.55,0.26,DEM
247,WA,1996,11,0,1123323,840712,201003,88799,282611,0.84,0.3,8.92,3.94,0.54,DEM
249,WI,1996,11,0,1071971,845029,227339,51830,226942,0.81,0.48,0.35,2.36,0.33,DEM
248,WV,1996,5,0,327812,233946,71639,3062,93866,0.51,0.76,0.26,0.48,0.75,DEM
250,WY,1996,0,3,77934,105388,25928,2321,27454,0.84,0.81,0.25,1.1,0.98,REP
252,AK,1992,0,3,78294,102000,73481,4731,23706,0.29,0.46,0.43,1.83,9.17,REP
251,AL,1992,0,9,690080,804283,183109,10588,114203,0.88,0.65,0.85,0.63,6.77,REP
254,AR,1992,6,0,505823,337324,99132,8374,168499,0.21,0.48,0.43,0.88,0.72,DEM
253,AZ,1992,0,8,543050,572086,353741,18129,29036,0.52,0.47,0.79,1.22,1.95,REP
255,CA,1992,54,0,5121325,3630574,2296006,83816,1490751,0.01,0.61,0.63,0.75,0.39,DEM
256,CO,1992,8,0,629681,562850,366010,10639,66831,0.13,0.87,0.32,0.68,4.26,DEM
257,CT,1992,8,0,682318,578313,348771,6930,104005,0.21,0.78,0.58,0.43,6.43,DEM
505,DC,1992,3,0,192619,20698,9681,4574,171921,0.85,0.09,0.04,0.02,0.76,DEM
258,DE,1992,3,0,126054,102313,59213,2155,23741,0.51,0.31,0.44,0.74,8.19,DEM
259,FL,1992,0,25,2072698,2173310,1053067,15317,100612,0,0.89,0.82,0.29,1.89,REP
260,GA,1992,13,0,1008966,995252,309657,7258,13714,0.47,0.88,0.34,0.31,0.59,DEM
261,HI,1992,4,0,179310,136822,53003,3707,42488,0.09,0.7,0.22,0.99,0.4,DEM
265,IA,1992,7,0,586353,504891,253468,9895,81462,0.29,0.27,0.71,0.73,6.01,DEM
262,ID,1992,0,4,137013,202645,130395,12089,65632,0.42,0.03,0.04,2.51,0.61,REP
263,IL,1992,22,0,2453350,1734096,840515,22196,719254,0.58,0.34,0.64,0.44,0.24,DEM
264,IN,1992,0,12,848420,989375,455934,12142,140955,0.79,0.91,0.77,0.53,6.11,REP
266,KS,1992,0,6,390434,449951,312358,4493,59517,0.74,0.88,0.99,0.39,5.14,REP
267,KY,1992,8,0,665104,617178,203944,6674,47926,0.55,0.34,0.66,0.45,3.21,DEM
268,LA,1992,9,0,815971,733386,211478,29182,82585,0.58,0.97,0.81,1.63,4.61,DEM
271,MA,1992,12,0,1318662,805049,632312,17551,513613,0.54,0.03,0.8,0.63,0.52,DEM
270,MD,1992,10,0,988571,707094,281414,7967,281477,0.8,0.62,0.18,0.4,0.18,DEM
269,ME,1992,4,0,263420,206504,206820,2755,56600,0.77,0.39,0.44,0.41,8.33,DEM
272,MI,1992,18,0,1871182,1554940,824813,23738,316242,0.77,0.38,0.3,0.56,7.4,DEM
273,MN,1992,10,0,1020997,747841,562506,16604,273156,0.48,0.85,0.96,0.71,0.63,DEM
275,MO,1992,11,0,1053873,811159,518741,7792,242714,0.07,0.92,0.69,0.33,0.15,DEM
274,MS,1992,0,7,400258,487793,85626,8116,87535,0.77,0.68,8.72,0.83,8.92,REP
276,MT,1992,3,0,154507,144207,107225,4672,10300,0.63,0.12,0.11,1.14,2.51,DEM
283,NC,1992,0,14,1114042,1134661,357864,5283,20619,0.65,0.44,0.7,0.2,0.79,REP
284,ND,1992,0,3,99168,136244,71084,1637,37076,0.18,0.22,0.07,0.53,0.03,REP
277,NE,1992,0,5,217344,344346,174687,2906,127002,0.4,0.58,0.63,0.39,0.18,REP
279,NH,1992,4,0,209040,202484,121337,5084,6556,0.86,0.64,0.56,0.95,1.22,DEM
280,NJ,1992,15,0,1436206,1356865,521829,28694,79341,0.95,0.58,0.61,0.86,2.37,DEM
281,NM,1992,5,0,261617,212824,91895,3650,48793,0.9,0.34,0.12,0.64,8.56,DEM
278,NV,1992,4,0,189148,175828,132580,8762,13320,0.36,0.73,0.19,1.73,2.63,DEM
282,NY,1992,33,0,3444450,2346649,1090721,45105,1097801,0.73,0.88,0.75,0.65,0.85,DEM
285,OH,1992,21,0,1984942,1894310,1036426,24286,90632,0.18,0.35,0.98,0.49,1.83,DEM
286,OK,1992,0,8,473066,592929,319878,4486,119863,0.02,0.65,0.01,0.32,8.62,REP
287,OR,1992,7,0,621314,475757,354091,11481,145557,0.48,0.53,0.21,0.78,9.95,DEM
288,PA,1992,23,0,2239164,1791841,902667,26138,447323,0.15,0.13,0.2,0.53,9.02,DEM
289,RI,1992,4,0,213299,131601,105045,3533,81698,0.04,0.02,0.16,0.78,0.02,DEM
290,SC,1992,0,8,479514,577507,138872,6634,97993,0.88,0.02,0.55,0.55,8.15,REP
291,SD,1992,0,3,124888,136718,73295,1353,11830,0.14,0.66,0.8,0.4,3.52,REP
292,TN,1992,11,0,933521,841300,199968,7849,92221,0.08,0.43,0.09,0.4,4.65,DEM
293,TX,1992,0,32,2281815,2496071,1354781,21351,214256,0.08,0.56,0.01,0.35,3.48,REP
294,UT,1992,0,5,183429,322632,203400,34608,119232,0.65,0.36,0.34,4.65,0.02,REP
296,VA,1992,0,13,1038650,1150517,348639,20859,111867,0.59,0.97,0.63,0.82,4.37,REP
295,VT,1992,3,0,133592,88122,65991,1996,45470,0.11,0.42,0.78,0.69,0.7,DEM
297,WA,1992,11,0,993037,731234,541780,22179,261803,0.4,0.96,0.68,0.97,0.44,DEM
299,WI,1992,11,0,1041066,930855,544479,14714,110211,0.13,0.78,0.51,0.58,4.35,DEM
298,WV,1992,5,0,331001,241974,108829,1907,89027,0.41,0.39,0.92,0.28,0.02,DEM
300,WY,1992,0,3,68160,79347,51263,1855,11187,0.97,0.55,0.55,0.92,5.58,REP
302,AK,1988,0,3,72584,119251,,8281,46667,0.27,0.59,,4.14,0.32,REP
301,AL,1988,0,9,549506,815576,,13394,266070,0.86,0.17,,0.97,0.3,REP
304,AR,1988,0,6,349237,466578,,11923,117341,0.19,0.37,,1.44,0.18,REP
303,AZ,1988,0,7,454029,702541,,15303,248512,0.74,0.95,,1.31,0.21,REP
305,CA,1988,0,47,4702233,5054917,,129914,352684,0.56,0.13,,1.31,3.57,REP
306,CO,1988,0,8,621453,728177,,22764,106724,0.28,0.06,,1.66,7.78,REP
307,CT,1988,0,8,676584,750241,,16569,73657,0.87,0.98,,1.15,5.1,REP
504,DC,1988,3,0,159407,27590,0,5880,131817,0.83,0.14,0,0.03,0.68,DEM
308,DE,1988,0,3,108647,139639,,1605,30992,0.48,0.88,,0.64,0.4,REP
309,FL,1988,0,21,1656701,2618885,,26727,962184,0.51,0.87,,0.62,0.36,REP
310,GA,1988,0,12,714792,1081331,,13549,366539,0.5,0.75,,0.75,0.25,REP
311,HI,1988,4,0,192364,158625,,3472,33739,0.27,0.75,,0.98,9.52,DEM
315,IA,1988,8,0,670557,545355,,9702,125202,0.71,0.5,,0.79,0.22,DEM
312,ID,1988,0,4,147272,253881,,7815,106609,0.01,0.08,,1.91,0.07,REP
313,IL,1988,0,24,2215940,2310939,,32241,94999,0.6,0.69,,0.71,2.08,REP
314,IN,1988,0,12,860643,1297763,,10215,437120,0.69,0.84,,0.47,0.16,REP
316,KS,1988,0,7,422636,554049,,16359,131413,0.56,0.79,,1.65,0.23,REP
317,KY,1988,0,9,580368,734281,,7868,153913,0.88,0.52,,0.59,0.64,REP
318,LA,1988,0,10,717460,883702,,27040,166242,0.06,0.27,,1.66,0.21,REP
321,MA,1988,13,0,1401406,1194644,,36755,206762,0.23,0.38,,1.4,7.85,DEM
320,MD,1988,0,10,826304,876167,,11887,49863,0.2,0.11,,0.69,2.91,REP
319,ME,1988,0,4,243569,307131,,4335,63562,0.88,0.34,,0.78,0.45,REP
322,MI,1988,0,20,1675783,1965486,,27894,289703,0.67,0.57,,0.76,7.9,REP
323,MN,1988,10,0,1109471,962337,,24982,147134,0.91,0.9,,1.19,7.02,DEM
325,MO,1988,0,11,1001619,1084953,,6656,83334,0.85,0.83,,0.32,3.98,REP
324,MS,1988,0,7,363921,557890,,9716,193969,0.07,0.89,,1.04,0.82,REP
326,MT,1988,0,4,168936,190412,,6326,21476,0.2,0.07,,1.73,5.87,REP
333,NC,1988,0,13,890167,1237258,,6945,347091,0.71,0.97,,0.33,0.26,REP
334,ND,1988,0,3,127739,166559,,2963,38820,0.97,0.03,,1,0.06,REP
327,NE,1988,0,5,259646,398447,,4279,138801,0.2,0.15,,0.65,0.96,REP
329,NH,1988,0,4,163696,281537,,5292,117841,0.33,0.49,,1.17,0.16,REP
330,NJ,1988,0,16,1320352,1743192,,36009,422840,0.6,0.24,,1.16,0.64,REP
331,NM,1988,0,5,244497,270341,,6449,25844,0.9,0.86,,1.24,4.96,REP
328,NV,1988,0,4,132738,206040,,11289,73302,0.92,0.86,,3.22,0.94,REP
332,NY,1988,36,0,3347882,3081871,,55930,266011,0.62,0.52,,0.86,4.1,DEM
335,OH,1988,0,23,1939629,2416549,,37521,476920,0.15,0,,0.85,0.85,REP
336,OK,1988,0,8,483423,678367,,9246,194944,0.28,0.93,,0.79,0.65,REP
337,OR,1988,7,0,616206,560126,,25362,56080,0.28,0.61,,2.11,4.67,DEM
338,PA,1988,0,25,2194944,2300087,,41220,105143,0.39,0.7,,0.91,2.32,REP
339,RI,1988,4,0,225123,177761,,1736,47362,0.64,0.93,,0.43,0.71,DEM
340,SC,1988,0,8,370554,606443,,9012,235889,0.58,0.5,,0.91,0.92,REP
341,SD,1988,0,3,145560,165415,,2016,19855,0.51,0.85,,0.64,6.34,REP
342,TN,1988,0,11,679794,947233,,9223,267439,0.55,0.89,,0.56,0.34,REP
343,TX,1988,0,29,2352748,3036829,,37833,684081,0.35,0.95,,0.7,0.6,REP
344,UT,1988,0,5,207343,428442,,11223,221099,0.05,0.22,,1.73,0.17,REP
346,VA,1988,0,12,859799,1309162,,22648,449363,0.23,0.74,,1.03,0.5,REP
345,VT,1988,0,3,115775,124331,,3227,8556,0.58,0.1,,1.33,3.52,REP
347,WA,1988,10,0,933516,903835,,27902,29681,0.05,0.46,,1.5,1.59,DEM
349,WI,1988,11,0,1126794,1047499,,17315,79295,0.41,0.8,,0.79,3.62,DEM
348,WV,1988,5,0,341016,310065,,2230,30951,0.2,0.46,,0.34,4.74,DEM
350,WY,1988,0,3,67113,106867,,2571,39754,0.01,0.53,,1.46,0.52,REP
352,AK,1984,0,3,62007,138377,,7221,76370,0.87,0.65,,3.48,0.79,REP
351,AL,1984,0,9,551899,872849,,16965,320950,0.28,0.54,,1.18,0.26,REP
354,AR,1984,0,6,338646,534774,,10986,196128,0.29,0.47,,1.24,0.18,REP
353,AZ,1984,0,7,333854,681416,,10627,347562,0.54,0.42,,1.04,0.88,REP
355,CA,1984,0,47,3922519,5467009,,115895,1544490,0.27,0.51,,1.22,0.25,REP
356,CO,1984,0,8,454974,821818,,18589,366844,0.12,0.44,,1.44,0.32,REP
357,CT,1984,0,8,569597,890877,,6426,321280,0.83,0.73,,0.44,0.9,REP
503,DC,1984,3,0,180408,29009,0,1871,151399,0.85,0.14,0,0.01,0.72,DEM
358,DE,1984,0,3,101656,152190,,726,50534,0.93,0.78,,0.29,0.85,REP
359,FL,1984,0,21,1448816,2730350,,885,1281534,0.66,0.32,,0.02,0.66,REP
360,GA,1984,0,12,706628,1068722,,743,362094,0.79,0.17,,0.04,0.39,REP
361,HI,1984,0,4,147154,185050,,3642,37896,0.82,0.1,,1.08,0.28,REP
365,IA,1984,0,8,605620,703088,,11097,97468,0.89,0.27,,0.84,7.39,REP
362,ID,1984,0,4,108510,297523,,5111,189013,0.39,0.36,,1.24,0.97,REP
363,IL,1984,0,24,2086499,2707103,,25486,620604,0.3,0.17,,0.53,0.88,REP
364,IN,1984,0,12,841481,1377230,,14358,535749,0.68,0.67,,0.64,0.99,REP
366,KS,1984,0,7,333149,677296,,11546,344147,0.6,0.27,,1.13,0.67,REP
367,KY,1984,0,9,539589,822782,,8090,283193,0.37,0.04,,0.59,0.66,REP
368,LA,1984,0,10,651586,1037299,,17937,385713,0.18,0.77,,1.05,0.6,REP
371,MA,1984,0,13,1239606,1310936,,8911,71330,0.43,0.22,,0.35,2.79,REP
370,MD,1984,0,10,787935,879918,,8020,91983,0.02,0.51,,0.48,5.49,REP
369,ME,1984,0,4,214515,336500,,2129,121985,0.78,0.83,,0.38,0.05,REP
372,MI,1984,0,20,1529638,2251571,,20449,721933,0.24,0.23,,0.54,0.99,REP
373,MN,1984,10,0,1036364,1032603,,15482,3761,0.72,0.54,,0.74,0.18,DEM
375,MO,1984,0,11,848583,1274188,,0,425605,0.98,0.02,,0,0.05,REP
374,MS,1984,0,7,352192,581477,,6523,229285,0.46,0.85,,0.69,0.39,REP
376,MT,1984,0,4,146742,232450,,5185,85708,0.18,0.47,,1.35,0.3,REP
383,NC,1984,0,13,824287,1346481,,4593,522194,0.89,0.9,,0.21,0,REP
384,ND,1984,0,3,104429,200336,,4206,95907,0.8,0.84,,1.36,0.04,REP
377,NE,1984,0,5,187866,460054,,4170,272188,0.81,0.55,,0.64,0.74,REP
379,NH,1984,0,4,120395,267051,,1508,146656,0.95,0.66,,0.39,0.71,REP
380,NJ,1984,0,16,1261323,1933630,,22909,672307,0.2,0.09,,0.71,0.89,REP
381,NM,1984,0,5,201769,307101,,5500,105332,0.23,0.7,,1.07,0.48,REP
378,NV,1984,0,4,91655,188770,,6242,97115,0.97,0.85,,2.18,0.88,REP
382,NY,1984,0,36,3119609,3664763,,22438,545154,0.83,0.84,,0.33,8.01,REP
385,OH,1984,0,23,1825440,2678560,,43619,853120,0.14,0.9,,0.96,0.76,REP
386,OK,1984,0,8,385080,861530,,9066,476450,0.67,0.61,,0.72,0.94,REP
387,OR,1984,0,7,536479,685700,,4348,149221,0.74,0.91,,0.35,0.17,REP
388,PA,1984,0,25,2228131,2584323,,32449,356192,0.99,0.34,,0.67,7.35,REP
389,RI,1984,0,4,197106,212080,,1306,14974,0.02,0.66,,0.32,3.65,REP
390,SC,1984,0,8,344470,615539,,8531,271069,0.57,0.55,,0.88,0.99,REP
391,SD,1984,0,3,116113,200267,,1487,84154,0.53,0,,0.47,0.47,REP
392,TN,1984,0,11,711714,990212,,10067,278498,0.57,0.84,,0.59,0.27,REP
393,TX,1984,0,29,1949276,3433428,,14867,1484152,0.11,0.61,,0.28,0.5,REP
394,UT,1984,0,5,155369,469105,,5182,313736,0.68,0.5,,0.82,0.83,REP
396,VA,1984,0,12,796250,1337078,,13307,540828,0.09,0.29,,0.62,0.19,REP
395,VT,1984,0,3,95730,135865,,2966,40135,0.81,0.92,,1.26,0.11,REP
397,WA,1984,0,10,807352,1051670,,24888,244318,0.86,0.82,,1.32,0.97,REP
399,WI,1984,0,11,995847,1198800,,17369,202953,0.02,0.19,,0.79,9.18,REP
398,WV,1984,0,6,328125,405483,,2134,77358,0.6,0.11,,0.29,0.51,REP
400,WY,1984,0,3,53370,133241,,2357,79871,0.24,0.51,,1.25,0.27,REP
402,AK,1980,0,3,41842,86112,11155,19336,44270,0.41,0.35,7.04,0.2,0.94,REP
401,AL,1980,0,9,636730,654192,16481,34526,17462,0.45,0.75,1.23,2.57,1.3,REP
404,AR,1980,0,6,398041,403164,22468,13909,5123,0.52,0.13,2.68,1.66,0.61,REP
403,AZ,1980,0,6,246843,529688,76952,20462,282845,0.24,0.61,8.81,2.34,0.36,REP
405,CA,1980,0,45,3083661,4524858,739833,238711,1441197,0.91,0.69,8.62,2.78,0.78,REP
406,CO,1980,0,7,367973,652264,130633,33545,284291,0.07,0.07,0.03,2.83,0,REP
407,CT,1980,0,8,541732,677210,171807,15536,135478,0.52,0.16,0.22,1.1,9.63,REP
502,DC,1980,3,0,130231,23313,16131,4214,106918,0.75,0.13,0.09,0.02,0.61,DEM
408,DE,1980,0,3,105754,111252,16288,2374,5498,0.87,0.21,6.91,1.01,2.33,REP
409,FL,1980,0,17,1419475,2046951,189692,30908,627476,0.5,0.52,5.14,0.84,0.02,REP
410,GA,1980,12,0,890733,654168,36055,16511,236565,0.76,0.95,2.26,1.03,0.81,DEM
411,HI,1980,4,0,135879,130112,32021,5275,5767,0.8,0.9,0.56,1.74,1.9,DEM
415,IA,1980,0,8,508672,676026,115633,17330,167354,0.6,0.31,8.78,1.32,0.7,REP
412,ID,1980,0,4,110192,290699,27058,9482,180507,0.19,0.46,6.19,2.17,0.27,REP
413,IL,1980,0,26,1981413,2358049,346754,63505,376636,0.72,0.65,7.3,1.34,7.93,REP
414,IN,1980,0,13,844197,1255656,111639,30541,411459,0.65,0.01,4.98,1.36,0.35,REP
416,KS,1980,0,7,326150,566812,68231,18602,240662,0.29,0.85,6.96,1.9,0.56,REP
417,KY,1980,0,9,616417,635274,31127,11809,18857,0.61,0.07,2.4,0.91,1.46,REP
418,LA,1980,0,10,708453,792853,26345,20940,84400,0.75,0.2,1.7,1.35,5.45,REP
421,MA,1980,0,14,1053802,1057631,382539,30326,3829,0.75,0.9,0.15,1.2,0.15,REP
420,MD,1980,10,0,726161,680606,119537,14192,45555,0.14,0.18,7.76,0.92,2.96,DEM
419,ME,1980,0,4,220974,238522,53327,10188,17548,0.25,0.61,0.2,1.95,3.36,REP
422,MI,1980,0,21,1661532,1915225,275223,57745,253693,0.5,0.99,7.04,1.48,6.49,REP
423,MN,1980,10,0,954174,873241,174990,49548,80933,0.5,0.56,8.53,2.41,3.94,DEM
425,MO,1980,0,12,931182,1074181,77920,16541,142999,0.35,0.16,3.71,0.79,6.81,REP
424,MS,1980,0,7,429281,441089,12036,10214,11808,0.09,0.42,1.35,1.14,1.32,REP
426,MT,1980,0,4,118032,206814,29281,9825,88782,0.43,0.82,8.05,2.7,0.39,REP
433,NC,1980,0,13,875635,915018,52800,12380,39383,0.18,0.3,2.85,0.67,2.12,REP
434,ND,1980,0,3,79189,193695,23640,5021,114506,0.26,0.23,7.84,1.67,0.97,REP
427,NE,1980,0,5,166851,419937,44993,9073,253086,0.04,0.53,7.02,1.42,0.49,REP
429,NH,1980,0,4,108864,221705,49693,3737,112841,0.35,0.74,0.94,0.97,0.39,REP
430,NJ,1980,0,17,1147364,1546557,234632,47131,399193,0.56,0.97,7.88,1.58,0.42,REP
431,NM,1980,0,4,167826,250779,29459,8173,82953,0.78,0.97,6.46,1.79,0.18,REP
428,NV,1980,0,3,66666,155017,17651,8551,88351,0.89,0.54,7.12,3.45,0.64,REP
432,NY,1980,0,41,2728372,2893831,467801,111955,165459,0.99,0.66,7.54,1.81,2.67,REP
435,OH,1980,0,25,1752414,2206545,254472,70172,454131,0.91,0.51,5.94,1.64,0.6,REP
436,OK,1980,0,8,402026,695570,38284,13828,293544,0.97,0.5,3.33,1.2,0.53,REP
437,OR,1980,0,6,456890,571044,112389,41193,114154,0.67,0.33,9.51,3.49,9.66,REP
438,PA,1980,0,27,1937540,2261872,292921,69168,324332,0.48,0.59,6.42,1.52,7.11,REP
439,RI,1980,4,0,198342,154793,59819,3118,43549,0.67,0.2,0.38,0.75,0.47,DEM
440,SC,1980,0,8,427560,441207,14150,7166,13647,0.04,0.57,1.59,0.81,1.53,REP
441,SD,1980,0,4,103855,198343,21431,4074,94488,0.69,0.53,6.54,1.24,0.83,REP
442,TN,1980,0,10,783051,787761,35991,10813,4710,0.41,0.7,2.22,0.67,0.29,REP
443,TX,1980,0,26,1881147,2510705,111613,38172,629558,0.42,0.28,2.46,0.84,0.86,REP
444,UT,1980,0,4,124266,439687,30284,9985,315421,0.57,0.77,5.01,1.65,0.2,REP
446,VA,1980,0,12,752174,989609,95418,28831,237435,0.31,0.03,5.11,1.55,0.72,REP
445,VT,1980,0,3,81891,94598,31760,4958,12707,0.41,0.37,0.9,2.33,5.96,REP
447,WA,1980,0,9,650193,865244,185073,41884,215051,0.32,0.66,0.62,2.4,0.34,REP
449,WI,1980,0,11,981584,1088845,160657,42135,107261,0.18,0.9,7.07,1.85,4.72,REP
448,WV,1980,6,0,367462,334206,31691,4356,33256,0.81,0.3,4.3,0.59,4.51,DEM
450,WY,1980,0,3,49427,110700,12072,4514,61273,0.97,0.64,6.83,2.55,0.67,REP
452,AK,1976,0,3,44058,71555,,7961,27497,0.65,0.9,,6.44,0.25,REP
451,AL,1976,9,0,659170,504070,,19610,155100,0.73,0.61,,1.66,0.11,DEM
454,AR,1976,6,0,499614,268753,,1029,230861,0.94,0.93,,0.13,0.01,DEM
453,AZ,1976,0,6,295602,418642,,28475,123040,0.8,0.37,,3.83,0.57,REP
455,CA,1976,0,45,3742284,3882244,,242589,139960,0.57,0.35,,3.08,1.78,REP
456,CO,1976,0,7,460353,584367,,36415,124014,0.58,0.05,,3.37,0.47,REP
457,CT,1976,0,8,647895,719261,,14370,71366,0.9,0.06,,1.04,5.17,REP
501,DC,1976,3,0,137818,27873,0,3139,109945,0.82,0.17,0,0.02,0.65,DEM
458,DE,1976,3,0,122596,109831,,3407,12765,0.98,0.57,,1.44,5.41,DEM
459,FL,1976,17,0,1636000,1469531,,45100,166469,0.93,0.64,,1.43,5.28,DEM
460,GA,1976,12,0,979409,483743,,4306,495666,0.74,0.96,,0.29,0.78,DEM
461,HI,1976,4,0,147375,140003,,3923,7372,0.59,0.06,,1.35,2.53,DEM
465,IA,1976,0,8,619931,632863,,26512,12932,0.46,0.47,,2.07,1.01,REP
462,ID,1976,0,4,126549,204151,,10232,77602,0.12,0.88,,3,0.76,REP
463,IL,1976,0,26,2271295,2364269,,83269,92974,0.13,0.1,,1.76,1.97,REP
464,IN,1976,0,13,1014714,1183958,,21690,169244,0.7,0.32,,0.98,7.62,REP
466,KS,1976,0,7,430421,502752,,24672,72331,0.94,0.49,,2.58,7.55,REP
467,KY,1976,9,0,615717,531852,,19573,83865,0.75,0.57,,1.68,7.19,DEM
468,LA,1976,10,0,661365,587446,,29628,73919,0.73,0.95,,2.32,5.78,DEM
471,MA,1976,14,0,1429475,1030276,,87807,399199,0.11,0.44,,3.45,0.67,DEM
470,MD,1976,10,0,759612,672661,,0,86951,0.04,0.96,,0,6.07,DEM
469,ME,1976,0,4,232279,236320,,14609,4041,0.07,0.91,,3.02,0.84,REP
472,MI,1976,0,21,1696714,1893742,,63293,197028,0.44,0.83,,1.73,5.39,REP
473,MN,1976,10,0,1070440,819395,,60096,251045,0.9,0.02,,3.08,0.87,DEM
475,MO,1976,12,0,998387,927443,,27770,70944,0.1,0.47,,1.42,3.63,DEM
474,MS,1976,7,0,381309,366846,,21205,14463,0.56,0.68,,2.76,1.88,DEM
476,MT,1976,0,4,149259,173703,,5772,24444,0.4,0.84,,1.76,7.44,REP
483,NC,1976,13,0,927365,741960,,8581,185405,0.27,0.22,,0.51,0.05,DEM
484,ND,1976,0,3,136078,153470,,7546,17392,0.8,0.66,,2.54,5.85,REP
477,NE,1976,0,5,233692,359705,,14271,126013,0.46,0.19,,2.35,0.74,REP
479,NH,1976,0,4,147635,185935,,6048,38300,0.47,0.75,,1.78,0.28,REP
480,NJ,1976,0,17,1444653,1509688,,60131,65035,0.92,0.08,,1.99,2.16,REP
481,NM,1976,0,4,201148,211419,,4023,10271,0.28,0.75,,0.97,2.47,REP
478,NV,1976,0,3,92479,101273,,8124,8794,0.81,0.17,,4.02,4.36,REP
482,NY,1976,41,0,3389558,3100791,,44071,288767,0.87,0.45,,0.67,4.42,DEM
485,OH,1976,25,0,2011621,2000505,,99747,11116,0.92,0.65,,2.43,0.27,DEM
486,OK,1976,0,8,532442,545708,,14101,13266,0.75,0.96,,1.29,1.21,REP
487,OR,1976,0,6,490407,492120,,47349,1713,0.62,0.78,,4.6,0.17,REP
488,PA,1976,27,0,2328677,2205604,,86506,123073,0.4,0.73,,1.87,2.66,DEM
489,RI,1976,4,0,227636,181249,,2285,46387,0.36,0.08,,0.56,0.28,DEM
490,SC,1976,8,0,450825,346140,,5629,104685,0.17,0.13,,0.7,0.04,DEM
491,SD,1976,0,4,147068,151505,,2105,4437,0.91,0.39,,0.7,1.48,REP
492,TN,1976,10,0,825879,633969,,16498,191910,0.94,0.94,,1.12,0,DEM
493,TX,1976,26,0,2082319,1953300,,36265,129019,0.14,0.97,,0.89,3.17,DEM
494,UT,1976,0,4,182110,337908,,21180,155798,0.65,0.44,,3.91,0.79,REP
496,VA,1976,0,12,813896,836554,,46644,22658,0.96,0.29,,2.75,1.34,REP
495,VT,1976,0,3,81044,102085,,4726,21041,0.14,0.34,,2.52,0.2,REP
497,WA,1976,0,8,717323,777732,,60479,60409,0.11,0,,3.89,3.88,REP
499,WI,1976,11,0,1040232,1004987,,56117,35245,0.5,0.83,,2.67,1.68,DEM
498,WV,1976,6,0,435914,314760,,0,121154,0.07,0.93,,0,0.14,DEM
500,WY,1976,0,3,62239,92717,,1387,30478,0.81,0.3,,0.89,0.49,REP
512,AK,1972,3,0,55349,32967,,6903,22382,0.58,0.35,,0.07,0.51,DEM
511,AL,1972,9,0,728701,256923,,20469,471778,0.72,0.26,,0.02,0.89,DEM
514,AR,1972,6,0,445751,198899,,3016,246852,0.69,0.31,,0,0.11,DEM
513,AZ,1972,6,0,402812,198540,,52153,204272,0.62,0.3,,0.08,0.26,DEM
515,CA,1972,45,0,4602096,3475847,,289919,1126249,0.55,0.42,,0.03,0.46,DEM
516,CO,1972,7,0,597189,329980,,26715,267209,0.63,0.35,,0.03,0.01,DEM
517,CT,1972,8,0,810763,555498,,18016,255265,0.59,0.4,,0.01,0.44,DEM
